Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) FRT_U1,Coverage (%) FRT_U2,Coverage (%) FRT_PM2,Coverage (%) FRT_PM1,Coverage (%) Fluid_U2,Coverage (%) Fluid_U1,Coverage (%) Fluid_PM1,Coverage (%) Fluid_PM2,Area FRT_U1,Area FRT_U2,Area FRT_PM2,Area FRT_PM1,Area Fluid_U2,Area Fluid_U1,Area Fluid_PM1,Area Fluid_PM2,Peptides,Unique,Spec FRT_U1,Spec FRT_U2,Spec FRT_PM2,Spec FRT_PM1,Spec Fluid_U2,Spec Fluid_U1,Spec Fluid_PM1,Spec Fluid_PM2,PTM,Avg. Mass,Description
1807,1713,FBgn0032077,106.38,25,8,0,8,14,4,0,0,0,2.6345E6,,4.9802E4,5.2597E5,3.5395E5,,,,5,5,2,0,2,2,1,0,0,0,Carbamidomethylation,22946,FBpp0079391
1617,4644,FBgn0016726,106.30,25,25,25,25,25,0,0,0,0,2.1543E7,1.6411E7,1.7427E7,1.3043E7,,,,,3,3,7,7,6,4,0,0,0,0,Oxidation (M),8920,FBpp0071518
2539,1831,FBgn0086784,106.24,8,3,4,0,5,0,0,0,0,0,8.9237E5,,2.1671E5,,,,,6,6,2,3,0,3,0,0,0,0,,93961,FBpp0100147
2431,1827,FBgn0003093,106.18,8,0,0,0,0,8,0,0,0,,,,,1.7345E6,,,,5,5,0,0,0,0,5,0,0,0,Carbamidomethylation; Deamidation (NQ),83107,FBpp0084728
2843,2811,FBgn0033548,106.05,62,42,42,42,22,0,0,0,0,8.0915E5,7.7268E5,3.0304E6,7.0096E5,,,,,3,3,2,2,3,2,0,0,0,0,Oxidation (M),7634,FBpp0087347
2320,2062,FBgn0067864,105.97,7,3,3,6,5,1,1,0,0,3.5361E5,1.8977E5,4.6545E5,9.8361E5,2.2378E4,7.5792E4,,,4,4,2,2,3,3,1,1,0,0,Oxidation (M),92852,FBpp0072662
1825,1891,FBgn0014870,105.96,4,0,1,1,0,1,0,3,1,,4.0916E5,4.1779E5,,1.6517E5,,1.8906E4,4.8019E4,3,3,0,1,1,0,1,0,2,1,,81716,FBpp0086222
2375,2459,FBgn0039229,105.95,4,2,3,2,2,2,1,0,0,2.0524E5,8.8137E5,4.9325E5,4.5297E5,8.655E4,0,,,3,3,2,4,3,3,1,1,0,0,,102075,FBpp0084078
2356,1923,FBgn0036920,105.88,17,8,8,10,17,0,0,0,0,1.2759E6,1.1522E6,4.545E5,1.2918E6,,,,,4,4,2,3,2,4,0,0,0,0,Carbamidomethylation; Oxidation (M),31077,FBpp0074684
2127,2093,FBgn0032404,105.86,18,14,14,11,15,0,0,0,0,1.3314E6,1.0802E6,0,7.7425E5,,,,,4,4,4,3,2,4,0,0,0,0,,29161,FBpp0079880
2009,2147,FBgn0039958,105.85,9,7,6,6,6,7,6,0,3,0,3.3252E5,5.8671E5,9.0631E5,2.2005E5,1.121E5,,2.2961E4,3,3,3,3,3,2,2,2,0,1,,39632,FBpp0112427
2139,2465,FBgn0085229,105.85,88,44,88,71,62,0,0,0,0,9.7021E4,2.5578E6,6.8345E4,1.8576E6,,,,,4,4,3,6,3,4,0,0,0,0,Oxidation (M),5865,FBpp0111308
2049,2018,FBgn0027554,105.82,7,4,5,5,4,0,0,0,0,5.6471E5,6.0005E5,5.8892E5,1.1897E6,,,,,3,3,3,2,3,4,0,0,0,0,,71204,FBpp0076481
2089,2041,FBgn0051683,105.68,13,6,7,6,3,3,0,0,0,8.0221E5,7.4072E5,7.5901E5,1.9304E5,4.1135E4,,,,4,4,3,3,4,1,1,0,0,0,Oxidation (M),48125,FBpp0080897
2089,2042,FBgn0042175,105.68,13,6,7,6,3,3,0,0,0,8.0221E5,7.4072E5,7.5901E5,1.9304E5,4.1135E4,,,,4,4,3,3,4,1,1,0,0,0,Oxidation (M),48129,FBpp0080896
2610,2029,FBgn0250732,105.68,5,1,3,3,1,1,0,0,1,0,1.2933E5,8.4487E4,0,,,,6.9943E4,5,4,1,3,3,1,1,0,0,1,,119283,FBpp0290855
2134,1996,FBgn0026077,105.64,17,0,0,0,0,17,9,0,0,,,,,1.2619E6,1.1459E5,,,4,4,0,0,0,0,5,3,0,0,Carbamidomethylation,28364,FBpp0078268
1888,2280,FBgn0027095,105.45,20,13,7,20,13,0,0,0,0,7.1235E6,2.9241E6,4.8802E6,2.9605E6,,,,,6,6,5,3,6,4,0,0,0,0,Carbamidomethylation,20136,FBpp0082735
2129,2728,FBgn0261790,105.38,54,28,28,54,54,0,0,0,0,2.8051E6,1.4556E6,1.4571E6,2.115E6,,,,,3,3,4,4,5,5,0,0,0,0,Oxidation (M),11096,FBpp0079182
2905,1857,FBgn0025463,105.33,10,5,0,6,2,0,0,0,0,1.5797E4,,4.069E5,1.6094E5,,,,,4,4,2,0,3,1,0,0,0,0,Oxidation (M),58170,FBpp0073572
1587,1730,FBgn0263316,105.29,3,1,1,3,0,0,0,0,0,2.3956E5,3.9204E5,5.0496E5,,,,,,4,2,2,2,4,0,0,0,0,0,,147877,FBpp0291237
1399,1984,FBgn0250838,105.23,54,50,40,39,44,0,0,0,0,9.2475E7,7.9345E7,6.137E7,5.6874E7,,,,,6,6,9,11,7,9,0,0,0,0,Oxidation (M),9541,FBpp0071939
2154,1468,FBgn0030692,105.10,15,8,6,10,6,0,0,0,0,7.0847E5,9.3883E5,1.001E6,7.8137E5,,,,,7,7,5,3,5,3,0,0,0,0,,65107,FBpp0073910
2301,2643,FBgn0039145,105.09,22,22,17,17,17,0,0,0,0,4.7098E6,1.5599E6,2.5318E6,1.9608E6,,,,,3,3,5,3,2,3,0,0,0,0,,17400,FBpp0309807
2930,2225,FBgn0034986,105.04,22,22,5,0,5,0,0,0,0,1.836E6,0,,3.7821E5,,,,,3,3,3,1,0,1,0,0,0,0,Oxidation (M),18014,FBpp0072184
1436,1754,FBgn0260859,105.00,26,26,20,21,21,0,0,0,0,6.6179E6,2.5442E6,4.2486E6,3.8021E6,,,,,5,5,8,7,6,6,0,0,0,0,Carbamidomethylation,20472,FBpp0088818
2271,2019,FBgn0003891,104.99,1,0,0,0,0,1,0,0,0,,0,,,1.7307E5,,4.7476E4,,3,3,0,1,0,0,1,0,1,0,,285265,FBpp0071508
2468,2237,FBgn0051992,104.99,3,1,2,1,2,0,0,0,0,0,1.1612E5,1.4715E5,1.0193E5,,,,,3,3,1,2,1,2,0,0,0,0,Oxidation (M),142973,FBpp0088166
1980,1943,FBgn0011205,104.96,9,0,2,6,4,4,5,6,0,,2.6135E5,2.6923E5,3.3002E5,4.454E4,5.1392E5,5.468E4,,4,4,0,1,2,2,2,3,2,0,,56749,FBpp0077845
2339,1702,FBgn0036199,104.84,20,2,3,17,7,0,0,0,0,5.267E5,0,6.1796E5,2.2447E5,,,,,6,6,1,1,6,2,0,0,0,0,Carbamidomethylation; Oxidation (M),33493,FBpp0075845
1917,2424,FBgn0030341,104.76,33,0,6,33,23,0,0,0,0,,3.6426E5,3.2431E6,2.8019E6,,,,,3,3,0,1,5,2,0,0,0,0,Carbamidomethylation; Oxidation (M),23502,FBpp0073441
2120,1900,FBgn0039924,104.70,14,0,7,3,0,10,0,2,3,,0,0,,3.9072E5,,1.2089E5,0,5,5,0,2,1,0,4,0,3,1,Oxidation (M),47033,FBpp0099992
1862,1745,FBgn0035088,104.70,23,23,23,16,23,0,0,0,0,3.298E6,2.3064E6,2.7296E6,2.46E6,,,,,4,4,4,5,3,4,0,0,0,0,Carbamidomethylation; Oxidation (M),30295,FBpp0072302
2427,2432,FBgn0050489,104.67,5,2,5,2,2,0,0,0,0,2.0825E5,2.6118E5,1.1306E5,3.189E5,,,,,2,2,2,3,3,2,0,0,0,0,,60211,FBpp0088437
3035,1962,FBgn0023542,104.62,10,0,2,0,0,8,2,0,0,,1.5898E5,,,2.5589E5,4.7461E4,,,4,4,0,1,0,0,3,1,0,0,,59124,FBpp0070409
1722,2563,FBgn0013674,104.59,10,10,10,10,6,0,0,0,0,8.103E6,1.2456E7,1.3981E7,8.9434E5,,,,,4,4,4,6,6,4,0,0,0,0,,56372,FBpp0100176
2362,2503,FBgn0030870,104.48,18,8,8,14,14,0,0,0,0,0,1.2399E6,1.7663E6,2.2126E6,,,,,4,4,2,3,3,3,0,0,0,0,Oxidation (M),32879,FBpp0074236
1914,2201,FBgn0003008,104.38,19,19,15,10,15,9,4,0,0,1.3843E6,9.3783E5,8.5293E5,9.391E5,1.2342E5,,,,4,3,7,3,3,4,2,1,0,0,Oxidation (M),21710,FBpp0072061
2391,2271,FBgn0034118,104.13,7,0,4,0,0,0,3,0,0,,8.9466E4,,,,1.2625E5,,,2,2,0,1,0,0,0,1,0,0,,40684,FBpp0086294
2848,2530,FBgn0024491,104.12,27,11,20,20,27,0,0,0,0,1.5017E5,1.9439E5,3.9635E5,3.9197E5,,,,,3,3,1,2,3,3,0,0,0,0,Carbamidomethylation,17288,FBpp0082731
1865,1705,FBgn0032156,104.08,9,2,5,9,5,5,0,0,0,0,8.9373E5,2.1292E6,1.769E6,1.3658E5,,,,4,4,1,2,5,3,2,0,0,0,Carbamidomethylation,55866,FBpp0079497
1858,1840,FBgn0030029,104.06,28,10,4,10,15,17,0,0,0,1.3402E6,7.4524E5,7.8756E5,4.14E5,6.0243E5,,,,4,4,2,1,2,2,3,0,0,0,Carbamidomethylation; Oxidation (M),24557,FBpp0071126
2125,2724,FBgn0029502,104.03,12,12,5,12,12,0,0,0,0,1.421E5,3.8678E4,0,6.7044E4,,,,,2,2,3,1,4,4,0,0,0,0,Oxidation (M),24072,FBpp0070924
2256,2071,FBgn0033769,103.97,16,3,5,14,14,0,0,0,0,1.4483E5,2.6142E6,3.8619E6,3.4945E6,,,,,5,5,1,3,5,4,0,0,0,0,,32830,FBpp0086984
3198,4790,FBgn0034350,103.95,30,0,0,30,0,0,0,0,0,,,0,,,,,,2,2,0,0,2,0,0,0,0,0,,13439,FBpp0085873
1249,2617,FBgn0030136,103.94,49,49,32,49,49,32,32,32,32,5.4464E7,4.7041E7,3.7164E7,2.5829E7,4.7202E6,1.9945E6,3.328E6,3.0777E6,3,3,11,9,9,13,5,2,3,3,Carbamidomethylation,7477,FBpp0071295
2351,2124,FBgn0036622,103.92,12,3,6,9,7,0,0,0,0,1.4908E5,1.4029E6,4.4244E5,4.1839E5,,,,,4,4,1,3,4,2,0,0,0,0,Carbamidomethylation,43482,FBpp0075179
2684,1695,FBgn0262517,103.87,3,0,1,0,0,1,1,1,0,,0,,,4.8017E5,1.9787E5,2.7569E4,,4,4,0,1,0,0,2,1,1,0,,198639,FBpp0074742
3549,2632,FBgn0052675,103.84,8,3,6,3,3,0,0,0,0,1.2049E5,3.4726E5,4.4352E5,4.3951E5,,,,,3,3,1,2,1,1,0,0,0,0,,58184,FBpp0071429
2299,2149,FBgn0039965,103.82,17,5,7,5,14,0,0,0,0,2.565E5,0,3.2759E5,3.3457E5,,,,,3,3,1,2,2,2,0,0,0,0,,29640,FBpp0110448
1447,4527,FBgn0011227,103.75,42,42,42,42,42,0,0,0,0,1.7092E7,2.3736E7,1.2748E7,6.3866E6,,,,,2,2,11,11,14,18,0,0,0,0,Deamidation (NQ),6294,FBpp0086974
2613,2134,FBgn0036450,103.71,4,1,4,3,1,0,0,0,0,0,0,2.1356E5,1.7891E5,,,,,3,3,1,3,2,1,0,0,0,0,,91728,FBpp0075441
2215,1916,FBgn0024945,103.52,8,4,2,4,4,4,5,0,0,1.1528E6,3.3748E5,9.0116E5,1.3928E6,7.4061E4,4.7545E4,,,4,4,2,1,2,2,2,2,0,0,,52232,FBpp0072385
2660,2466,FBgn0033134,103.48,25,19,0,15,21,0,0,0,0,3.4397E6,,4.1927E5,7.555E5,,,,,4,4,4,0,2,3,0,0,0,0,Carbamidomethylation; Oxidation (M),24290,FBpp0088103
1961,2507,FBgn0263852,103.38,34,17,34,34,19,0,0,0,0,4.8908E6,8.1499E6,7.2934E6,6.2954E6,,,,,4,4,4,6,6,5,0,0,0,0,,12526,FBpp0079324
2352,2223,FBgn0031229,103.34,14,3,10,10,7,0,0,0,0,4.5838E5,1.0146E6,3.7281E5,3.9232E5,,,,,4,4,3,3,3,4,0,0,0,0,,38860,FBpp0077778
2463,2404,FBgn0063495,103.31,17,10,17,17,11,0,0,0,0,3.572E5,3.616E5,2.7689E5,1.8527E5,,,,,3,3,3,3,3,2,0,0,0,0,Deamidation (NQ),25310,FBpp0085854
2341,2457,FBgn0003449,103.12,17,5,8,8,13,5,0,0,0,4.0703E6,1.7373E6,2.2929E6,3.0525E6,2.3512E5,,,,3,3,1,2,3,3,1,0,0,0,,24547,FBpp0070716
2517,2295,FBgn0029718,103.12,22,14,17,9,9,0,0,0,0,1.58E5,2.7586E5,0,0,,,,,3,3,2,2,1,1,0,0,0,0,Deamidation (NQ),20989,FBpp0070650
1810,2190,FBgn0019928,102.98,23,4,4,4,4,18,4,5,0,,,,,2.9769E5,,9.4667E3,,4,3,1,3,2,3,6,5,1,0,Deamidation (NQ),26809,FBpp0086785
1834,2125,FBgn0050392,102.86,13,9,9,9,5,5,0,0,0,1.4285E6,5.9499E5,1.6239E6,3.9974E5,1.1442E5,,,,3,3,4,4,4,2,2,0,0,0,,25613,FBpp0071544
2194,2232,FBgn0005649,102.78,9,3,7,4,4,2,0,2,0,0,1.3788E5,0,1.9648E6,4.7808E4,,9.1298E3,,3,3,2,2,1,2,1,0,1,0,Oxidation (M),50210,FBpp0083976
2044,2698,FBgn0034538,102.78,16,16,16,16,16,16,0,6,11,8.1277E5,1.1781E6,1.3835E6,4.8329E5,2.6212E6,,1.2977E5,6.3874E5,3,3,4,3,3,3,3,0,1,2,,20952,FBpp0085561
2312,1728,FBgn0031995,102.66,5,0,1,3,3,0,1,0,0,,1.5308E5,5.7043E5,9.0872E5,,0,,,5,5,0,1,3,4,0,1,0,0,Oxidation (M),125318,FBpp0307178
2138,4636,FBgn0260008,102.58,27,27,27,27,27,0,0,0,0,9.661E6,8.5039E6,1.0626E7,9.1116E6,,,,,2,2,5,5,5,6,0,0,0,0,,9897,FBpp0290997
2250,2052,FBgn0034371,102.44,16,0,8,13,5,4,0,4,0,,0,4.5194E6,0,6.3591E6,,5.807E4,,4,4,0,2,3,1,1,0,1,0,,34460,FBpp0085839
2531,2145,FBgn0031265,102.21,4,4,3,3,3,0,0,0,0,5.6575E5,5.2153E5,5.9198E5,5.477E5,,,,,3,3,3,2,2,2,0,0,0,0,,76470,FBpp0077727
1982,1818,FBgn0287204,102.11,4,0,0,2,4,2,2,0,0,,,4.7241E5,5.7003E5,4.3447E5,7.3615E4,,,2,2,0,0,1,2,1,1,0,0,,64910,FBpp0079833
1859,2297,FBgn0028527,102.09,12,4,12,4,4,0,0,0,0,1.3898E6,4.2582E6,2.3565E6,3.6651E6,,,,,3,3,3,6,4,5,0,0,0,0,Oxidation (M),56174,FBpp0080105
1784,2183,FBgn0000259,101.97,17,17,6,14,17,0,0,0,0,5.0248E6,2.9247E5,3.0749E6,3.2008E6,,,,,3,3,5,4,4,3,0,0,0,0,Oxidation (M),27088,FBpp0089135
2600,2057,FBgn0015477,101.65,2,0,0,0,2,0,1,0,0,,,,7.128E4,,5.0323E4,,,3,3,0,0,0,2,0,1,0,0,,272545,FBpp0087699
2541,2063,FBgn0035901,101.55,7,3,3,2,2,4,0,0,0,1.5594E5,2.1015E5,7.6671E4,5.2491E4,7.3859E4,,,,4,4,2,2,1,2,2,0,0,0,,82800,FBpp0076346
2283,2100,FBgn0015509,101.55,2,0,0,0,0,2,1,0,0,,,,,3.2387E5,5.9008E4,,,2,2,0,0,0,0,2,1,0,0,,89511,FBpp0087921
2084,1495,FBgn0283500,101.54,8,2,5,3,3,0,0,0,0,0,6.399E4,1.7677E6,1.3917E6,,,,,4,4,1,2,2,2,0,0,0,0,,67768,FBpp0072546
1611,2194,FBgn0039678,101.41,19,19,13,19,19,19,6,6,13,1.3523E7,2.0743E6,5.5439E6,7.4804E6,2.5628E6,4.4953E5,7.1619E5,2.065E6,3,3,5,4,4,4,6,1,1,2,,15995,FBpp0084816
2754,2551,FBgn0031381,101.16,13,13,13,13,13,0,0,0,0,2.1952E6,6.2169E6,6.5945E6,2.9345E6,,,,,2,2,2,3,2,2,0,0,0,0,Carbamidomethylation,16021,FBpp0077492
2324,1941,FBgn0025620,100.74,10,2,2,4,2,5,0,0,0,2.007E5,1.4242E5,3.4134E5,1.1815E5,3.2978E4,,,,4,4,1,1,2,1,2,0,0,0,,48677,FBpp0070142
2630,2080,FBgn0037469,100.74,14,4,8,9,14,0,0,0,0,7.3673E5,5.8954E5,6.69E5,1.3926E6,,,,,3,3,1,2,2,3,0,0,0,0,Carbamidomethylation,27110,FBpp0081152
2123,1807,FBgn0039102,100.73,12,0,0,0,0,12,10,0,0,,,,,2.6833E5,5.3281E5,,,4,3,0,0,0,0,4,5,0,0,Carbamidomethylation; Oxidation (M),43947,FBpp0083832
1796,2461,FBgn0030616,100.64,28,28,28,28,20,20,8,8,8,1.7012E7,2.0708E7,1.507E7,1.489E7,1.6196E6,3.562E5,4.1606E5,2.732E5,3,3,5,5,5,4,4,1,1,1,Carbamidomethylation,10643,FBpp0073844
2394,1966,FBgn0037777,100.62,27,20,15,15,17,0,0,0,0,2.6982E6,2.5825E5,1.0765E6,0,,,,,5,5,4,2,2,3,0,0,0,0,Oxidation (M),23705,FBpp0081683
2185,2298,FBgn0019968,100.60,1,1,1,1,0,0,1,0,0,0,4.8005E4,0,,,4.0807E4,,,2,2,1,1,1,0,0,1,0,0,Oxidation (M),218821,FBpp0302989
2817,2261,FBgn0026378,100.50,8,0,3,3,0,8,3,3,0,,1.1957E5,6.1832E4,,2.2921E5,1.4182E5,1.6445E4,,3,3,0,1,1,0,3,1,1,0,,56827,FBpp0085658
2236,1859,FBgn0051040,100.41,7,3,3,5,3,4,3,0,0,5.024E5,1.1175E6,9.9087E5,8.8052E5,3.7207E5,1.2266E5,,,5,5,2,2,3,2,3,2,0,0,,84076,FBpp0084875
2174,2713,FBgn0035471,100.39,12,4,7,10,12,0,0,0,0,0,7.0166E4,3.0075E6,3.3914E6,,,,,5,5,2,3,4,5,0,0,0,0,,34185,FBpp0073017
2235,1699,FBgn0261550,100.34,7,1,3,1,6,0,0,0,0,2.4334E5,1.1124E6,1.2347E6,1.1288E6,,,,,5,5,1,3,3,5,0,0,0,0,Oxidation (M),108332,FBpp0297588
2130,2150,FBgn0036745,100.33,31,24,18,25,18,0,0,0,0,1.8917E6,2.0016E6,3.3407E6,1.916E6,,,,,5,5,4,5,6,3,0,0,0,0,Carbamidomethylation; Oxidation (M),19881,FBpp0074949
2050,1739,FBgn0265274,100.26,11,5,5,11,3,0,0,0,0,5.9371E5,1.5227E6,2.18E6,3.207E5,,,,,4,4,2,4,5,1,0,0,0,0,Oxidation (M),45357,FBpp0084719
1679,2178,FBgn0023521,100.17,12,4,12,8,4,4,0,0,0,9.6825E4,4.3206E5,4.3564E5,1.056E5,0,,,,3,3,1,3,2,1,1,0,0,0,Oxidation (M),33598,FBpp0070308
2257,2389,FBgn0250837,100.09,24,16,13,18,5,5,0,0,0,3.5454E5,1.0967E5,1.3031E5,7.0547E4,0,,,,4,4,4,2,3,2,1,0,0,0,,19959,FBpp0079746
2071,2397,FBgn0030786,100.06,18,18,15,15,15,0,0,0,0,1.7657E6,9.0067E5,9.5366E5,5.9441E5,,,,,4,4,6,3,4,3,0,0,0,0,Oxidation (M),26953,FBpp0074104
1835,2263,FBgn0263106,99.96,9,5,3,7,9,7,7,3,0,4.501E5,2.6254E5,1.16E6,1.1528E6,4.7057E5,1.5188E5,1.0637E5,,3,3,3,4,5,8,3,3,1,0,,37028,FBpp0076830
2583,2810,FBgn0029665,99.91,24,12,24,12,18,0,0,0,0,4.7563E5,2.0156E5,2.2473E5,8.377E4,,,,,3,3,3,3,1,3,0,0,0,0,Oxidation (M),22573,FBpp0070565
1843,1656,FBgn0010488,99.82,3,1,2,2,2,1,0,0,0,0,3.4607E5,6.9943E5,1.1714E5,1.5779E5,,,,4,4,1,4,5,2,1,0,0,0,,162868,FBpp0306828
2288,1975,FBgn0033875,99.80,13,0,0,0,0,10,7,0,0,,,,,6.1414E5,3.3785E5,,,5,5,0,0,0,0,4,3,0,0,,51635,FBpp0086764
1322,5638,FBgn0040793,99.80,39,14,39,39,39,0,0,0,0,9.2435E6,2.2356E7,0,8.748E5,,,,,2,2,15,14,9,10,0,0,0,0,Oxidation (M); Deamidation (NQ),9649,FBpp0074979
2169,2222,FBgn0035722,99.72,16,13,10,13,10,0,0,0,0,1.9075E6,0,1.9183E6,1.5907E6,,,,,4,4,4,4,5,4,0,0,0,0,Oxidation (M),29435,FBpp0076648
2150,1793,FBgn0004611,99.62,4,0,0,0,0,3,0,1,0,,,,,1.9217E5,,0,,4,4,0,0,0,0,3,0,1,0,Carbamidomethylation,146391,FBpp0089226
2475,1915,FBgn0039117,99.50,3,0,1,0,0,2,1,0,1,,1.9529E5,,,2.2463E5,1.6225E5,,0,3,3,0,1,0,0,2,1,0,1,,135768,FBpp0083853
2209,2250,FBgn0029503,99.48,15,0,0,11,11,7,8,11,4,,,1.3282E5,2.2082E5,7.3491E5,4.1385E5,5.6124E5,1.3719E5,3,3,0,0,2,2,1,2,2,1,,40240,FBpp0083939
2715,1825,FBgn0028940,99.43,10,6,7,4,3,0,0,0,0,1.0916E6,3.5453E5,9.9665E5,3.0012E5,,,,,5,5,3,3,2,1,0,0,0,0,,57705,FBpp0080164
2317,1762,FBgn0001087,99.40,4,0,1,2,2,2,1,1,0,,1.5507E5,2.375E5,1.5709E5,9.5217E4,5.1489E4,3.3382E4,,4,4,0,1,3,3,2,1,1,0,Oxidation (M),114809,FBpp0073673
2060,2146,FBgn0035850,99.22,14,0,2,5,5,11,14,2,2,,0,2.568E5,7.4381E4,8.8959E5,1.2408E6,0,0,4,4,0,1,1,1,4,6,1,1,,47924,FBpp0302863
2202,2640,FBgn0037102,99.17,13,9,9,13,13,0,0,0,0,2.2853E6,1.6682E6,2.717E6,9.6324E5,,,,,3,3,3,3,4,5,0,0,0,0,Oxidation (M),26781,FBpp0078032
2059,1990,FBgn0033309,99.14,12,5,9,12,7,0,0,0,0,7.5839E5,1.3186E6,2.1396E6,2.2989E6,,,,,4,4,2,3,4,3,0,0,0,0,,43638,FBpp0087809
2285,1815,FBgn0039156,99.12,8,3,8,3,2,0,0,0,0,0,9.4232E5,0,4.6128E4,,,,,3,3,1,3,2,1,0,0,0,0,,59939,FBpp0083935
3845,3332,FBgn0026192,99.12,8,0,0,8,3,0,0,0,0,,,2.9833E5,8.0207E4,,,,,2,2,0,0,2,1,0,0,0,0,,38520,FBpp0074229
2693,2185,FBgn0032586,99.05,9,0,2,2,0,6,0,0,0,,7.6796E4,0,,4.5749E5,,,,4,4,0,1,1,0,3,0,0,0,,57996,FBpp0080423
2612,1753,FBgn0011828,99.03,3,0,0,0,0,1,2,0,1,,,,,4.3982E5,8.9567E4,,0,4,4,0,0,0,0,2,2,0,1,Carbamidomethylation,170513,FBpp0072828
2819,2486,FBgn0015805,98.97,10,5,5,5,5,2,0,2,2,7.138E5,6.1824E4,3.0422E5,0,3.7741E5,,3.4648E4,0,4,4,2,1,3,1,1,0,1,1,Oxidation (M); Deamidation (NQ),58331,FBpp0073173
2157,2238,FBgn0039776,98.94,8,3,5,8,7,0,0,0,0,6.9666E5,8.1696E5,2.6753E6,1.3976E6,,,,,4,4,2,2,4,4,0,0,0,0,,63115,FBpp0085012
2820,2299,FBgn0028475,98.90,4,3,1,4,1,0,0,0,0,4.9206E5,6.5067E5,5.3738E5,4.8884E5,,,,,3,3,2,1,3,1,0,0,0,0,Carbamidomethylation,89361,FBpp0083858
2403,2141,FBgn0035586,98.82,9,4,6,6,6,0,0,0,0,9.6573E5,1.6351E6,2.3193E6,1.2642E6,,,,,4,4,2,3,4,2,0,0,0,0,,54630,FBpp0076880
2453,2398,FBgn0051450,98.70,21,21,15,15,14,0,0,0,0,8.5779E5,0,1.5735E6,7.7519E5,,,,,3,3,3,3,3,2,0,0,0,0,Oxidation (M),17828,FBpp0081380
2801,2173,FBgn0035204,98.65,6,0,0,0,0,1,5,0,0,,,,,1.2697E5,1.3232E5,,,3,3,0,0,0,0,1,2,0,0,,60403,FBpp0072613
2497,2591,FBgn0287585,98.62,7,4,4,7,7,0,2,0,0,6.045E5,1.3759E6,1.3465E6,1.512E6,,0,,,3,3,2,3,4,3,0,1,0,0,,56835,FBpp0077872
2445,1892,FBgn0033264,98.48,7,2,3,3,5,0,0,0,0,0,4.4234E4,3.8847E4,8.6662E4,,,,,3,3,1,1,1,2,0,0,0,0,,59434,FBpp0087861
2255,1804,FBgn0033904,98.41,13,10,10,4,7,0,0,0,0,1.2737E6,9.2274E5,6.6487E5,6.6912E5,,,,,4,4,4,4,1,2,0,0,0,0,,33106,FBpp0086651
1955,2365,FBgn0004889,98.38,10,0,2,2,7,4,4,0,3,,4.2421E5,3.6773E5,1.0552E6,8.0857E5,3.0211E5,,5.4773E4,5,5,0,1,1,3,3,2,0,1,,56967,FBpp0081664
2520,2272,FBgn0037646,98.37,11,7,11,11,0,0,0,0,0,1.1835E5,1.1707E6,6.0896E5,,,,,,2,2,2,2,2,0,0,0,0,0,Oxidation (M),30064,FBpp0081438
2413,2780,FBgn0036488,98.36,57,47,47,57,35,0,0,0,0,1.9091E5,2.6358E5,3.7453E6,3.3335E6,,,,,3,3,2,4,4,3,0,0,0,0,Carbamidomethylation; Oxidation (M),8237,FBpp0075396
2085,1845,FBgn0033917,98.27,10,0,2,2,0,10,6,4,2,,8.9295E4,0,,1.6343E6,2.922E5,2.5329E4,0,5,5,0,1,1,0,7,4,2,1,,58670,FBpp0086665
2252,2235,FBgn0036136,98.06,12,0,3,11,0,9,0,5,0,,6.3761E5,2.774E5,,2.2685E5,,7.5648E4,,4,4,0,1,3,0,2,0,1,0,Oxidation (M),34792,FBpp0075952
2561,2527,FBgn0003744,98.05,5,2,3,2,2,2,2,0,0,2.37E5,1.8307E5,1.6031E5,1.4076E5,2.1978E5,1.7574E5,,,2,2,1,1,1,1,1,1,0,0,,53333,FBpp0304464
2217,2449,FBgn0032642,98.02,35,10,28,16,16,0,0,0,0,8.8685E5,1.0977E6,1.4562E6,1.0922E6,,,,,3,3,2,2,3,4,0,0,0,0,Carbamidomethylation; Oxidation (M),13781,FBpp0080536
1509,2920,FBgn0040007,97.92,31,29,31,29,29,14,14,14,0,6.7602E7,4.7413E7,3.4587E7,3.3579E7,9.5729E5,2.9797E5,6.4648E5,,3,3,8,9,5,11,2,1,1,0,,8200,FBpp0306998
3141,2901,FBgn0032161,97.88,10,0,4,10,0,0,0,0,0,,1.6649E5,5.3611E5,,,,,,2,2,0,2,2,0,0,0,0,0,Oxidation (M),30744,FBpp0079474
1606,2017,FBgn0034512,97.84,26,4,22,26,18,4,0,8,0,5.2536E6,8.3512E5,4.1735E6,8.4438E6,1.5316E6,,7.2034E4,,4,4,2,4,4,4,1,0,1,0,,26230,FBpp0085534
2537,1660,FBgn0016756,97.79,4,0,0,0,0,2,1,2,1,,,,,1.6985E5,1.1637E5,3.3118E4,0,6,6,0,0,0,0,3,1,3,1,,173793,FBpp0076802
2406,1851,FBgn0038105,97.67,12,0,0,0,0,8,6,0,2,,,,,1.6479E5,8.7842E4,,2.8203E4,4,4,0,0,0,0,2,2,0,1,,51029,FBpp0082190
1389,2130,FBgn0019925,97.66,20,11,11,17,20,4,0,0,0,8.3653E6,1.4547E7,1.5856E7,1.451E7,5.7824E4,,,,5,5,8,7,10,10,1,0,0,0,Carbamidomethylation; Oxidation (M),30546,FBpp0082571
