Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Tissue Area,Fluid Area,Tissue Area (top-3 peptides),Fluid Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
1744,1846,FBgn0026634,2.05,1,1,1,,2.4627E5,4.2481E5,5.0675E5,3.4835E5,3.8594E5,0,9.1984E4,0,2.4627E5,4.2481E5,5.0675E5,3.4835E5,3.8594E5,0,9.1984E4,0,0.49:0.84:1.00:0.69:0.76:0:0.18:0,3.8155E5,2.3896E5,3.8155E5,2.3896E5,1.00:0.63,81136,FBpp0082568
493,315,FBgn0031589,2.02,21,10,10,Carbamidomethylation; Deamidation (NQ),3.7344E6,8.2691E6,7.5847E6,6.4873E6,1.2853E7,1.0401E7,1.1786E7,6.6314E6,2.6292E6,5.1603E6,4.2256E6,3.7643E6,6.4533E6,5.025E6,4.2312E6,2.6949E6,0.62:1.22:1.00:0.89:1.53:1.19:1.00:0.64,6.7536E6,1.2285E7,3.9449E6,6.2153E6,1.00:1.58,73971,FBpp0077168
995,909,FBgn0026533,2.02,1,1,1,,1.3754E4,0,3.444E5,1.2842E5,2.0295E5,7.1533E5,7.295E4,2.7154E5,1.3754E4,0,3.444E5,1.2842E5,2.0295E5,7.1533E5,7.295E4,2.7154E5,0.04:0:1.00:0.37:0.59:2.08:0.21:0.79,1.6219E5,3.1569E5,1.6219E5,3.1569E5,1.00:1.95,72570,FBpp0099856
886,796,FBgn0030026,2.00,23,5,5,Carbamidomethylation; Oxidation (M),2.003E7,7.0329E6,1.7025E7,1.0424E5,4.0763E6,1.293E7,4.6593E6,2.839E6,1.2865E7,4.0599E6,1.2639E7,9.5015E4,2.9234E6,1.293E7,3.2485E6,1.4982E6,1.02:0.32:1.00:0.02:0.23:1.02:0.26:0.12,1.3683E7,7.2277E6,9.6372E6,5.9262E6,1.00:0.61,26513,FBpp0071131
1612,1791,FBgn0036848,2.00,10,3,3,,1.6514E6,3.4456E5,1.7644E6,1.3085E6,2.3697E6,8.4937E4,1.5768E6,1.4808E5,1.6514E6,3.4456E5,1.7644E6,1.3085E6,2.3697E6,8.4937E4,1.5768E6,1.4808E5,0.94:0.20:1.00:0.74:1.34:0.05:0.89:0.08,1.3108E6,1.4991E6,1.3108E6,1.4991E6,1.00:1.14,32153,FBpp0074800
658,506,FBgn0267912,1.99,20,7,7,Carbamidomethylation,3.0762E7,1.4761E7,1.2983E7,1.0709E7,1.8048E7,2.8831E7,3.2347E7,5.916E6,2.8788E7,1.2067E7,1.0326E7,8.8245E6,1.2458E7,2.3129E7,2.8852E7,2.4175E6,2.79:1.17:1.00:0.85:1.21:2.24:2.79:0.23,1.915E7,2.1436E7,1.6847E7,1.6864E7,1.00:1.00,64285,FBpp0074067
1382,1401,FBgn0264743,1.99,13,2,2,,4.0119E6,2.6432E6,2.4833E6,1.1244E6,1.9937E6,1.2872E5,2.1518E6,2.7559E6,4.0119E6,2.6432E6,2.4833E6,1.1244E6,1.9937E6,1.2872E5,2.1518E6,2.7559E6,1.62:1.06:1.00:0.45:0.80:0.05:0.87:1.11,2.5657E6,2.1145E6,2.5657E6,2.1145E6,1.00:0.82,20426,FBpp0306241
1324,874,FBgn0262739,1.98,2,2,2,Oxidation (M),7.133E5,7.1655E5,6.0641E5,1.0948E6,3.9104E5,4.0015E4,7.5691E5,0,7.133E5,7.1655E5,6.0641E5,1.0948E6,3.9104E5,4.0015E4,7.5691E5,0,1.18:1.18:1.00:1.81:0.64:0.07:1.25:0,7.8277E5,5.1139E5,7.8277E5,5.1139E5,1.00:0.65,109830,FBpp0086738
1648,1448,FBgn0033528,1.97,17,3,3,Carbamidomethylation; Oxidation (M),1.5258E6,6.7386E5,2.6674E6,2.2972E5,1.0307E6,1.935E5,1.4294E6,3.8455E6,1.5258E6,6.7386E5,2.6674E6,2.2972E5,1.0307E6,1.935E5,1.4294E6,3.8455E6,0.57:0.25:1.00:0.09:0.39:0.07:0.54:1.44,1.4405E6,1.9058E6,1.4405E6,1.9058E6,1.00:1.32,27026,FBpp0087398
3076,4261,FBgn0052438,1.96,1,1,1,,7.9734E5,1.9551E6,4.9531E6,4.011E6,3.0964E6,3.4889E5,2.0685E7,4.801E6,7.9734E5,1.9551E6,4.9531E6,4.011E6,3.0964E6,3.4889E5,2.0685E7,4.801E6,0.16:0.39:1.00:0.81:0.63:0.07:4.18:0.97,2.9291E6,7.2327E6,2.9291E6,7.2327E6,1.00:2.47,117834,FBpp0290815
1223,1189,FBgn0266465,1.96,1,1,1,,8.6219E4,3.4523E5,4.3978E4,2.6443E5,3.4305E5,8.6252E4,0,4.6424E4,8.6219E4,3.4523E5,4.3978E4,2.6443E5,3.4305E5,8.6252E4,0,4.6424E4,1.96:7.85:1.00:6.01:7.80:1.96:0:1.06,1.8496E5,1.5858E5,1.8496E5,1.5858E5,1.00:0.86,69933,FBpp0082840
2367,2598,FBgn0036550,1.95,5,1,1,,1.2652E5,0,0,2.16E5,1.7885E4,5.4615E4,6.2036E4,0,1.2652E5,0,0,2.16E5,1.7885E4,5.4615E4,6.2036E4,0,64.00:-:-:64.00:64.00:64.00:64.00:-,1.7126E5,4.4845E4,1.7126E5,4.4845E4,1.00:0.26,31422,FBpp0075268
502,430,FBgn0261396,1.93,41,20,20,Carbamidomethylation; Oxidation (M),4.1229E7,5.0079E7,3.6461E7,3.6664E7,6.5491E7,6.4538E7,3.1987E7,2.0053E7,1.1265E7,2.0309E7,1.2815E7,1.1571E7,1.909E7,2.3628E7,1.2684E7,5.6493E6,0.88:1.58:1.00:0.90:1.49:1.84:0.99:0.44,4.1475E7,4.6669E7,1.399E7,1.5263E7,1.00:1.09,56004,FBpp0307804
385,294,FBgn0086347,1.92,20,14,14,Oxidation (M); Deamidation (NQ),3.6834E6,4.7118E6,8.6497E6,1.0773E7,7.3078E6,1.8785E6,1.0976E7,6.5507E6,2.3284E6,3.0321E6,3.9104E6,3.8648E6,2.6886E6,1.6208E6,5.3585E6,5.9741E6,0.60:0.78:1.00:0.99:0.69:0.41:1.37:1.53,8.2554E6,8.3023E6,3.2839E6,3.9105E6,1.00:1.19,117095,FBpp0079625
2293,2363,FBgn0265298,1.90,13,3,3,Oxidation (M),4.7115E6,2.1935E6,2.9571E6,1.6365E6,1.4335E6,2.4883E6,1.6988E6,4.004E6,4.7115E6,2.1935E6,2.9571E6,1.6365E6,1.4335E6,2.4883E6,1.6988E6,4.004E6,1.59:0.74:1.00:0.55:0.48:0.84:0.57:1.35,2.8746E6,2.4418E6,2.8746E6,2.4418E6,1.00:0.85,21400,FBpp0088838
1384,4617,FBgn0283461,1.90,20,1,1,Carbamidomethylation,1.3527E7,2.5066E7,4.9326E6,1.8822E7,2.4652E7,4.0211E7,2.8757E6,1.3461E6,1.3527E7,2.5066E7,4.9326E6,1.8822E7,2.4652E7,4.0211E7,2.8757E6,1.3461E6,2.74:5.08:1.00:3.82:5.00:8.15:0.58:0.27,1.5587E7,1.7271E7,1.5587E7,1.7271E7,1.00:1.11,7752,FBpp0072935
2327,2611,FBgn0023129,1.87,4,1,1,,0,3.4047E5,3.806E5,2.2677E5,1.1636E5,1.6647E5,2.6179E5,0,0,3.4047E5,3.806E5,2.2677E5,1.1636E5,1.6647E5,2.6179E5,0,0:0.89:1.00:0.60:0.31:0.44:0.69:0,3.1595E5,1.8154E5,3.1595E5,1.8154E5,1.00:0.57,29218,FBpp0076185
1525,1159,FBgn0033460,1.86,1,1,1,,0,1.5805E5,7.6695E4,6.9814E4,1.2488E5,0,2.9796E4,0,0,1.5805E5,7.6695E4,6.9814E4,1.2488E5,0,2.9796E4,0,0:2.06:1.00:0.91:1.63:0:0.39:0,1.0152E5,7.7339E4,1.0152E5,7.7339E4,1.00:0.76,129380,FBpp0087536
2479,3301,FBgn0267376,1.84,9,1,1,,7.6114E5,7.1207E5,2.849E5,5.3393E5,9.6991E5,2.8883E4,3.8642E6,5.9518E5,7.6114E5,7.1207E5,2.849E5,5.3393E5,9.6991E5,2.8883E4,3.8642E6,5.9518E5,2.67:2.50:1.00:1.87:3.40:0.10:13.56:2.09,5.7301E5,1.3646E6,5.7301E5,1.3646E6,1.00:2.38,23299,FBpp0081772
957,2046,FBgn0038243,1.84,60,5,5,Deamidation (NQ),1.1268E7,1.0771E7,7.7645E6,9.8775E6,4.6594E6,5.7268E6,1.5458E7,1.2357E7,1.0654E7,1.0739E7,4.7084E6,8.0421E6,3.9944E6,5.2717E6,1.3582E7,9.2404E6,2.26:2.28:1.00:1.71:0.85:1.12:2.88:1.96,1.051E7,1.0259E7,8.5358E6,8.0222E6,1.00:0.94,11339,FBpp0082440
2184,2206,FBgn0029608,1.82,3,1,1,,1.1624E5,2.3156E5,1.1951E5,8.4588E4,1.6968E5,6.7382E4,0,1.0687E6,1.1624E5,2.3156E5,1.1951E5,8.4588E4,1.6968E5,6.7382E4,0,1.0687E6,0.97:1.94:1.00:0.71:1.42:0.56:0:8.94,1.3797E5,4.3524E5,1.3797E5,4.3524E5,1.00:3.15,34631,FBpp0070400
2604,3159,FBgn0028341,1.82,1,1,1,,0,6.4755E4,3.3966E5,2.7326E5,0,1.8754E5,8.7395E4,3.3314E5,0,6.4755E4,3.3966E5,2.7326E5,0,1.8754E5,8.7395E4,3.3314E5,0:0.19:1.00:0.80:0:0.55:0.26:0.98,2.2589E5,2.0269E5,2.2589E5,2.0269E5,1.00:0.90,89284,FBpp0099554
1272,1232,FBgn0037351,1.80,26,7,7,Carbamidomethylation; Oxidation (M),1.1533E8,9.0101E7,9.3599E7,1.0869E8,1.3673E8,1.2647E7,4.09E7,1.0638E8,8.526E7,7.2678E7,8.1915E7,9.4032E7,1.3044E8,9.1398E6,3.7496E7,9.4874E7,1.04:0.89:1.00:1.15:1.59:0.11:0.46:1.16,1.0193E8,7.4265E7,8.3471E7,6.7987E7,1.00:0.81,23647,FBpp0078354
1803,1830,FBgn0035589,1.77,11,2,2,Oxidation (M),2.2891E6,1.0538E6,1.5435E6,1.6862E6,7.8584E5,3.5433E6,8.4771E5,9.073E4,2.2891E6,1.0538E6,1.5435E6,1.6862E6,7.8584E5,3.5433E6,8.4771E5,9.073E4,1.48:0.68:1.00:1.09:0.51:2.30:0.55:0.06,1.6432E6,1.5872E6,1.6432E6,1.5872E6,1.00:0.97,23829,FBpp0076869
1581,1958,FBgn0015544,1.76,3,1,1,,0,6.2568E4,4.1442E4,2.3411E4,3.6168E4,2.3028E5,0,0,0,6.2568E4,4.1442E4,2.3411E4,3.6168E4,2.3028E5,0,0,0:1.51:1.00:0.56:0.87:5.56:0:0,4.2474E4,1.3322E5,4.2474E4,1.3322E5,1.00:3.14,59636,FBpp0072164
1873,2756,FBgn0085220,1.73,17,1,1,,1.6463E6,1.1232E6,1.3762E6,1.2326E6,5.5056E5,5.1784E5,2.0483E6,1.3093E6,1.6463E6,1.1232E6,1.3762E6,1.2326E6,5.5056E5,5.1784E5,2.0483E6,1.3093E6,1.20:0.82:1.00:0.90:0.40:0.38:1.49:0.95,1.3445E6,1.1065E6,1.3445E6,1.1065E6,1.00:0.82,9438,FBpp0309077
213,247,FBgn0020618,1.72,62,21,21,Carbamidomethylation; Deamidation (NQ),1.8259E8,3.0997E8,2.2518E8,2.6034E8,3.5175E8,2.3636E8,4.2869E8,3.9474E8,1.2021E8,1.4859E8,8.9144E7,1.2434E8,1.6661E8,1.1745E8,1.5409E8,1.7396E8,1.35:1.67:1.00:1.39:1.87:1.32:1.73:1.95,2.7388E8,3.6621E8,1.2939E8,1.5477E8,1.00:1.20,35618,FBpp0079187
1000,1098,FBgn0038166,1.71,27,5,5,Carbamidomethylation,4.3662E6,1.7369E6,3.118E6,5.801E5,2.97E6,3.0445E5,1.4726E6,4.9849E6,4.0813E6,1.2788E6,2.7774E6,1.0701E5,2.4315E6,2.0711E4,8.2654E5,4.0989E6,1.47:0.46:1.00:0.04:0.88:0.02:0.30:1.48,2.8762E6,2.8708E6,2.2596E6,2.1374E6,1.00:0.95,23898,FBpp0082314
328,324,FBgn0033339,1.71,10,11,11,Carbamidomethylation; Deamidation (NQ),1.8134E7,1.2823E7,2.2774E7,1.7031E7,1.2267E7,4.3305E6,7.2142E6,4.0869E6,7.8534E6,6.8916E6,1.0046E7,9.4736E6,8.2173E6,2.6958E6,3.4127E6,2.8223E6,0.78:0.69:1.00:0.94:0.82:0.27:0.34:0.28,1.8386E7,8.2085E6,8.5661E6,4.287E6,1.00:0.50,138190,FBpp0311417
1878,1723,FBgn0052485,1.70,4,1,1,,4.438E5,7.1515E4,1.9236E5,4.6877E4,1.1051E6,0,6.5646E4,2.9192E5,4.438E5,7.1515E4,1.9236E5,4.6877E4,1.1051E6,0,6.5646E4,2.9192E5,2.31:0.37:1.00:0.24:5.74:0:0.34:1.52,1.8864E5,4.8754E5,1.8864E5,4.8754E5,1.00:2.58,25988,FBpp0072855
2345,2294,FBgn0036942,1.69,7,2,2,,2.3215E5,8.4445E5,6.0553E5,9.9545E5,2.01E6,2.7515E5,8.4475E5,0,2.3215E5,8.4445E5,6.0553E5,9.9545E5,2.01E6,2.7515E5,8.4475E5,0,0.38:1.39:1.00:1.64:3.32:0.45:1.40:0,7.7542E5,1.0433E6,7.7542E5,1.0433E6,1.00:1.35,34119,FBpp0074633
866,995,FBgn0037305,1.69,21,4,4,Carbamidomethylation,4.4502E6,1.8042E6,3.5959E6,5.1464E5,3.81E6,0,2.8171E6,3.2007E6,4.4024E6,1.7098E6,3.2895E6,3.9768E5,3.2184E6,0,2.5101E6,3.2007E6,1.34:0.52:1.00:0.12:0.98:0:0.76:0.97,2.8185E6,3.4257E6,2.6771E6,2.9764E6,1.00:1.11,28297,FBpp0078463
403,395,FBgn0027356,1.66,21,11,11,Deamidation (NQ),3.7526E7,6.3602E7,6.7371E7,7.4545E7,7.4172E7,4.0149E7,9.1863E7,5.7099E7,1.9415E7,3.2509E7,3.4997E7,3.6221E7,3.399E7,2.6806E7,3.4486E7,1.9707E7,0.55:0.93:1.00:1.03:0.97:0.77:0.99:0.56,6.4205E7,7.1295E7,3.0865E7,3.0169E7,1.00:0.98,65902,FBpp0086941
2301,2049,FBgn0027053,1.65,2,1,1,,2.9395E6,7.2714E5,1.3421E5,4.3687E5,4.7891E5,6.954E5,1.1791E6,4.134E4,2.9395E6,7.2714E5,1.3421E5,4.3687E5,4.7891E5,6.954E5,1.1791E6,4.134E4,21.90:5.42:1.00:3.26:3.57:5.18:8.79:0.31,1.0594E6,5.9868E5,1.0594E6,5.9868E5,1.00:0.57,37083,FBpp0082743
757,703,FBgn0030521,1.64,8,2,2,,7.7704E4,3.7786E4,5.7725E5,7.7572E5,2.4188E6,9.8147E3,3.6863E5,2.6822E5,7.7704E4,3.7786E4,5.7725E5,7.7572E5,2.4188E6,9.8147E3,3.6863E5,2.6822E5,0.13:0.07:1.00:1.34:4.19:0.02:0.64:0.46,4.3613E5,9.2238E5,4.3613E5,9.2238E5,1.00:2.11,37424,FBpp0073669
416,261,FBgn0028684,1.62,2,1,1,,8.4184E4,1.3356E6,1.2173E6,7.4253E5,5.3955E5,7.1021E5,1.9232E5,1.3721E5,8.4184E4,1.3356E6,1.2173E6,7.4253E5,5.3955E5,7.1021E5,1.9232E5,1.3721E5,0.07:1.10:1.00:0.61:0.44:0.58:0.16:0.11,8.449E5,3.9482E5,8.449E5,3.9482E5,1.00:0.47,47807,FBpp0083843
798,1287,FBgn0261592,1.61,30,7,7,Carbamidomethylation; Oxidation (M),1.2962E8,9.855E7,6.3696E7,1.0003E8,4.7583E7,2.5105E7,1.1004E8,6.494E7,1.1876E8,8.9291E7,5.5126E7,8.6686E7,4.3794E7,2.4045E7,1.0139E8,6.0782E7,2.15:1.62:1.00:1.57:0.79:0.44:1.84:1.10,1.034E8,6.4642E7,8.9888E7,5.9547E7,1.00:0.66,28407,FBpp0071087
915,1009,FBgn0046114,1.57,35,12,12,Oxidation (M); Deamidation (NQ),5.1988E7,2.4683E7,4.0421E7,3.7287E7,4.8554E7,1.6263E7,4.0474E7,4.9019E7,3.2572E7,1.6744E7,2.1838E7,1.7112E7,2.4538E7,1.2108E7,2.7802E7,1.6769E7,1.49:0.77:1.00:0.78:1.12:0.55:1.27:0.77,4.0595E7,4.903E7,2.2781E7,2.382E7,1.00:1.05,31473,FBpp0083729
1729,1799,FBgn0034068,1.54,1,1,1,,1.3726E5,2.209E5,5.8982E4,8.7443E4,4.9552E5,3.3354E5,9.6486E4,1.5219E5,1.3726E5,2.209E5,5.8982E4,8.7443E4,4.9552E5,3.3354E5,9.6486E4,1.5219E5,2.33:3.75:1.00:1.48:8.40:5.65:1.64:2.58,1.2615E5,2.6943E5,1.2615E5,2.6943E5,1.00:2.14,78441,FBpp0086397
1730,1904,FBgn0033089,1.54,5,1,1,Oxidation (M),2.0277E5,1.8661E4,1.9708E5,1.0296E5,1.4297E5,0,2.6E5,0,2.0277E5,1.8661E4,1.9708E5,1.0296E5,1.4297E5,0,2.6E5,0,1.03:0.09:1.00:0.52:0.73:0:1.32:0,1.3037E5,2.0148E5,1.3037E5,2.0148E5,1.00:1.55,20182,FBpp0085477
529,415,FBgn0034258,1.54,15,13,13,Oxidation (M),2.8304E7,3.1926E7,3.2418E7,2.7125E7,3.5526E7,1.6423E7,3.0656E7,3.6654E7,1.0675E7,1.1479E7,1.3273E7,1.1039E7,1.3886E7,5.0842E6,2.3102E7,1.8673E7,0.80:0.86:1.00:0.83:1.05:0.38:1.74:1.41,2.9943E7,3.1018E7,1.1617E7,1.5186E7,1.00:1.31,105654,FBpp0086013
2088,2486,FBgn0015805,1.53,4,2,2,Oxidation (M),4.5412E5,2.9177E5,1.2361E6,1.4039E5,1.1108E6,6.7705E5,8.031E5,3.7927E5,4.5412E5,2.9177E5,1.2361E6,1.4039E5,1.1108E6,6.7705E5,8.031E5,3.7927E5,0.37:0.24:1.00:0.11:0.90:0.55:0.65:0.31,5.3059E5,7.4255E5,5.3059E5,7.4255E5,1.00:1.40,58331,FBpp0073173
2155,1974,FBgn0086708,1.53,2,1,1,,3.7385E5,1.3555E6,9.6853E5,1.3175E6,1.0836E6,7.4688E5,0,0,3.7385E5,1.3555E6,9.6853E5,1.3175E6,1.0836E6,7.4688E5,0,0,0.39:1.40:1.00:1.36:1.12:0.77:0:0,1.0038E6,9.1525E5,1.0038E6,9.1525E5,1.00:0.91,68855,FBpp0112337
1900,1837,FBgn0015570,1.51,9,4,4,Oxidation (M),7.5261E5,9.8879E5,3.3853E5,3.1694E5,1.8246E6,7.2294E5,3.1574E5,6.6312E4,7.5261E5,9.8879E5,2.6028E5,2.6161E5,1.8246E6,6.4381E5,2.7687E5,6.6312E4,2.89:3.80:1.00:1.01:7.01:2.47:1.06:0.25,6.3261E5,1.0813E6,5.6583E5,1.0223E6,1.00:1.81,64664,FBpp0081064
1936,2144,FBgn0032329,1.51,4,1,1,,0,6.5954E5,7.6646E5,6.6952E5,6.6911E5,2.6994E6,1.6627E6,0,0,6.5954E5,7.6646E5,6.6952E5,6.6911E5,2.6994E6,1.6627E6,0,0:0.86:1.00:0.87:0.87:3.52:2.17:0,6.9851E5,1.6771E6,6.9851E5,1.6771E6,1.00:2.40,38482,FBpp0079751
1280,921,FBgn0035715,1.50,12,5,5,Oxidation (M),5.8721E5,2.8242E6,1.3975E6,2.71E6,4.5524E6,2.013E6,2.1197E6,3.6741E6,5.8721E5,2.4814E6,8.1025E5,2.1523E6,3.1396E6,1.0654E6,1.214E6,2.5853E6,0.72:3.06:1.00:2.66:3.87:1.31:1.50:3.19,2.5063E6,3.2809E6,2.0104E6,2.1921E6,1.00:1.09,45645,FBpp0076658
371,515,FBgn0001258,1.48,52,13,13,Carbamidomethylation; Oxidation (M),5.4909E7,7.4292E7,9.7982E7,1.1529E8,1.2939E8,9.9917E7,2.08E8,1.4856E8,4.5506E7,5.8486E7,5.842E7,5.5956E7,7.3721E7,8.1408E7,8.4681E7,7.7542E7,0.78:1.00:1.00:0.96:1.26:1.39:1.45:1.33,1.0586E8,1.8045E8,6.287E7,1.0462E8,1.00:1.66,35537,FBpp0076716
1140,1095,FBgn0036361,1.47,11,3,3,Carbamidomethylation,2.4082E6,5.3427E6,8.0867E5,8.1953E5,4.5948E6,1.3025E6,1.7762E6,3.8192E6,2.4082E6,5.3427E6,8.0867E5,8.1953E5,4.5948E6,1.3025E6,1.7762E6,3.8192E6,2.98:6.61:1.00:1.01:5.68:1.61:2.20:4.72,2.6356E6,3.3795E6,2.6356E6,3.3795E6,1.00:1.28,35733,FBpp0075589
1114,1023,FBgn0010379,1.46,2,1,1,,0,4.4254E5,3.6016E5,3.8829E5,9.8619E5,4.4556E5,1.6886E5,1.7336E5,0,4.4254E5,3.6016E5,3.8829E5,9.8619E5,4.4556E5,1.6886E5,1.7336E5,0:1.23:1.00:1.08:2.74:1.24:0.47:0.48,3.9699E5,4.4349E5,3.9699E5,4.4349E5,1.00:1.12,68485,FBpp0082682
2570,2526,FBgn0061359,1.46,5,2,2,,2.2864E4,1.0765E6,8.3445E5,5.9212E5,7.0042E5,2.6026E5,1.0099E6,0,2.2864E4,1.0765E6,8.3445E5,5.9212E5,7.0042E5,2.6026E5,1.0099E6,0,0.03:1.29:1.00:0.71:0.84:0.31:1.21:0,7.3017E5,8.1755E5,7.3017E5,8.1755E5,1.00:1.12,42464,FBpp0086997
287,214,FBgn0000261,1.45,25,9,9,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.7457E6,1.7152E7,4.3966E6,6.0994E6,7.613E6,6.8095E7,5.4956E6,4.6533E6,9.596E5,1.179E7,3.183E6,3.4582E6,4.875E6,3.3113E7,2.8567E6,3.0803E6,0.30:3.70:1.00:1.09:1.53:10.40:0.90:0.97,8.5294E6,2.65E7,5.3051E6,1.116E7,1.00:2.10,57150,FBpp0074825
616,1299,FBgn0262536,1.45,53,10,10,Carbamidomethylation; Deamidation (NQ),6.4821E8,8.5523E8,9.5773E7,9.9577E7,8.6859E8,8.0328E8,4.9779E7,5.965E7,3.9963E8,5.4475E8,6.1169E7,6.4413E7,5.1797E8,4.3941E8,2.4723E7,3.5246E7,6.53:8.91:1.00:1.05:8.47:7.18:0.40:0.58,4.2921E8,4.9822E8,2.6753E8,2.8723E8,1.00:1.07,19795,FBpp0293416
2446,2596,FBgn0052758,1.44,2,1,1,,1.3085E5,0,2.1674E5,0,3.0469E5,0,2.1318E5,1.9477E5,1.3085E5,0,2.1674E5,0,3.0469E5,0,2.1318E5,1.9477E5,0.60:0:1.00:0:1.41:0:0.98:0.90,1.738E5,2.3755E5,1.738E5,2.3755E5,1.00:1.37,59288,FBpp0070808
1857,2519,FBgn0036580,1.43,10,1,1,,2.5087E5,1.5655E5,7.1608E5,3.916E5,1.826E5,4.0113E5,0,7.0674E4,2.5087E5,1.5655E5,7.1608E5,3.916E5,1.826E5,4.0113E5,0,7.0674E4,0.35:0.22:1.00:0.55:0.25:0.56:0:0.10,3.7877E5,2.1813E5,3.7877E5,2.1813E5,1.00:0.58,15091,FBpp0075238
140,76,FBgn0037138,1.43,2,1,1,Oxidation (M),5.3855E5,2.2819E6,6.9336E5,1.2524E6,3.521E5,5.6529E5,3.7606E5,1.4209E6,5.3855E5,2.2819E6,6.9336E5,1.2524E6,3.521E5,5.6529E5,3.7606E5,1.4209E6,0.78:3.29:1.00:1.81:0.51:0.82:0.54:2.05,1.1916E6,6.786E5,1.1916E6,6.786E5,1.00:0.57,63667,FBpp0078099
281,242,FBgn0262126,1.42,16,14,14,Carbamidomethylation; Oxidation (M),2.1894E7,2.3876E7,3.4561E7,3.2168E7,4.0885E7,1.3596E7,1.5515E7,8.5261E6,9.2839E6,9.9173E6,1.4514E7,1.4398E7,2.0268E7,1.1597E7,5.3931E6,8.2268E6,0.64:0.68:1.00:0.99:1.40:0.80:0.37:0.57,2.8203E7,2.3329E7,1.2028E7,1.1423E7,1.00:0.95,133760,FBpp0303000
1317,1137,FBgn0037094,1.42,2,1,1,,4.3846E5,2.0508E6,2.7421E6,1.601E6,3.7424E6,3.5469E5,4.2989E4,3.1295E5,4.3846E5,2.0508E6,2.7421E6,1.601E6,3.7424E6,3.5469E5,4.2989E4,3.1295E5,0.16:0.75:1.00:0.58:1.36:0.13:0.02:0.11,1.7081E6,1.1133E6,1.7081E6,1.1133E6,1.00:0.65,69617,FBpp0078015
975,833,FBgn0022023,1.41,19,6,6,,8.1905E6,2.6348E7,2.1272E7,2.1289E7,1.4565E7,3.3021E7,3.3773E7,1.0494E7,8.1571E6,1.852E7,1.3612E7,1.3634E7,9.1879E6,2.3248E7,2.0721E7,4.743E6,0.60:1.36:1.00:1.00:0.67:1.71:1.52:0.35,2.2161E7,2.8172E7,1.4984E7,1.869E7,1.00:1.25,38408,FBpp0078667
1364,1225,FBgn0033972,1.41,13,3,3,Carbamidomethylation,4.4969E5,1.6871E6,2.4112E6,8.1487E5,2.6655E6,8.2266E6,1.4078E6,0,4.4969E5,1.6871E6,2.4112E6,8.1487E5,2.6655E6,8.2266E6,1.4078E6,0,0.19:0.70:1.00:0.34:1.11:3.41:0.58:0,1.7876E6,5.0129E6,1.7876E6,5.0129E6,1.00:2.80,37044,FBpp0086590
547,806,FBgn0265191,1.40,4,2,2,Oxidation (M),1.7659E5,1.4285E6,1.2999E6,1.4256E5,9.8822E5,4.5227E5,4.3329E5,0,1.7659E5,1.4285E6,1.2999E6,1.4256E5,9.8822E5,4.5227E5,4.3329E5,0,0.14:1.10:1.00:0.11:0.76:0.35:0.33:0,7.8586E5,8.1486E5,7.8586E5,8.1486E5,1.00:1.04,78062,FBpp0308234
1989,2396,FBgn0038878,1.39,11,2,2,,1.9972E6,5.956E5,7.8785E5,8.1564E5,1.0846E6,3.033E5,1.2535E6,2.4443E6,1.9972E6,5.956E5,7.8785E5,8.1564E5,1.0846E6,3.033E5,1.2535E6,2.4443E6,2.53:0.76:1.00:1.04:1.38:0.38:1.59:3.10,1.4217E6,1.7748E6,1.4217E6,1.7748E6,1.00:1.25,27236,FBpp0083499
2211,3109,FBgn0262519,1.37,1,1,1,,6.721E4,6.3543E4,1.0701E5,1.1109E5,9.2513E4,8.3011E4,0,0,6.721E4,6.3543E4,1.0701E5,1.1109E5,9.2513E4,8.3011E4,0,0,0.63:0.59:1.00:1.04:0.86:0.78:0:0,8.7214E4,8.7762E4,8.7214E4,8.7762E4,1.00:1.01,224327,FBpp0099808
1371,1274,FBgn0020249,1.36,8,3,3,Carbamidomethylation,6.406E5,4.2663E6,1.2978E6,2.5977E6,1.5912E6,9.5336E5,1.9212E6,2.9126E6,6.406E5,4.2663E6,1.2978E6,2.5977E6,1.5912E6,9.5336E5,1.9212E6,2.9126E6,0.49:3.29:1.00:2.00:1.23:0.73:1.48:2.24,2.9342E6,1.9758E6,2.9342E6,1.9758E6,1.00:0.67,40115,FBpp0081336
480,305,FBgn0028686,1.36,4,2,2,,2.7889E6,5.2663E5,1.24E6,2.4404E5,2.2383E6,6.2258E5,2.6229E5,7.9388E5,2.7889E6,5.2663E5,1.24E6,2.4404E5,2.2383E6,6.2258E5,2.6229E5,7.9388E5,2.25:0.42:1.00:0.20:1.81:0.50:0.21:0.64,2.0146E6,1.2374E6,2.0146E6,1.2374E6,1.00:0.61,46999,FBpp0073292
