Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Sample Profile (Ratio),Tissue_U Area,Tissue_PM Area,Tissue_U Area (top-3 peptides),Tissue_PM Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
1062,1281,FBgn0029833,0.46,14,2,2,,3.119E6,2.7148E6,3.3228E6,3.2627E6,3.119E6,2.7148E6,3.3228E6,3.2627E6,1.15:1.00:1.22:1.20,2.9169E6,3.2927E6,2.9169E6,3.2927E6,1.00:1.13,20348,FBpp0070832
123,175,FBgn0262511,0.46,22,17,17,Carbamidomethylation; Oxidation (M),1.1152E8,3.1565E8,3.0505E8,3.14E8,8.5618E7,1.4203E8,1.2643E8,1.2445E8,0.60:1.00:0.89:0.88,2.1358E8,3.0952E8,1.1383E8,1.2544E8,1.00:1.10,92390,FBpp0288470
1451,1386,FBgn0040308,0.46,14,3,3,Oxidation (M); Deamidation (NQ),4.735E6,5.0065E6,3.7987E6,5.1207E6,4.4201E6,4.4696E6,3.736E6,4.1584E6,0.99:1.00:0.84:0.93,4.8707E6,4.4597E6,4.4449E6,3.9472E6,1.00:0.89,26744,FBpp0072852
2142,2766,FBgn0050010,0.46,6,1,1,,9.6843E5,3.5547E5,6.1154E5,1.0231E6,9.6843E5,3.5547E5,6.1154E5,1.0231E6,2.72:1.00:1.72:2.88,6.6195E5,8.173E5,6.6195E5,8.173E5,1.00:1.23,25465,FBpp0428215
510,512,FBgn0030612,0.46,25,10,10,Oxidation (M),1.3378E7,5.6523E6,9.7007E6,9.6057E6,8.2948E6,3.1383E6,6.1746E6,6.2751E6,2.64:1.00:1.97:2.00,9.515E6,9.6532E6,5.7165E6,6.2249E6,1.00:1.09,50073,FBpp0073781
2094,1920,FBgn0033226,0.46,2,1,1,,3.9675E5,2.8285E5,2.5401E5,5.442E5,3.9675E5,2.8285E5,2.5401E5,5.442E5,1.40:1.00:0.90:1.92,3.398E5,3.991E5,3.398E5,3.991E5,1.00:1.17,50378,FBpp0087910
2267,2544,FBgn0034455,0.46,4,1,1,,2.9733E5,1.558E5,2.7663E5,9.0013E4,2.9733E5,1.558E5,2.7663E5,9.0013E4,1.91:1.00:1.78:0.58,2.2656E5,1.8332E5,2.2656E5,1.8332E5,1.00:0.81,31323,FBpp0085660
68,27,FBgn0024957,0.46,48,31,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.2894E8,2.2578E8,2.704E8,2.5244E8,4.934E7,5.2295E7,5.9654E7,5.065E7,0.94:1.00:1.14:0.97,2.2736E8,2.6142E8,5.0817E7,5.5152E7,1.00:1.09,98578,FBpp0081736
1377,1387,FBgn0040091,0.45,10,4,4,,1.3766E6,3.5297E6,2.3997E6,2.8076E6,1.2902E6,2.9941E6,1.958E6,1.8853E6,0.43:1.00:0.65:0.63,2.4532E6,2.6037E6,2.1421E6,1.9216E6,1.00:0.90,59128,FBpp0071845
886,715,FBgn0028690,0.45,15,7,7,Carbamidomethylation; Oxidation (M),9.6992E6,2.2033E7,1.4924E7,1.568E7,7.2595E6,1.3554E7,1.0858E7,1.1432E7,0.54:1.00:0.80:0.84,1.5866E7,1.5302E7,1.0407E7,1.1145E7,1.00:1.07,57748,FBpp0078278
1538,1494,FBgn0037718,0.45,5,3,3,,7.9489E6,2.3593E6,5.4951E6,3.6701E6,7.9489E6,2.3593E6,5.4951E6,3.6701E6,3.37:1.00:2.33:1.56,5.1541E6,4.5826E6,5.1541E6,4.5826E6,1.00:0.89,56824,FBpp0081552
2543,2623,FBgn0016122,0.45,2,1,1,,1.5522E5,1.3723E5,1.3579E5,2.2487E5,1.5522E5,1.3723E5,1.3579E5,2.2487E5,1.13:1.00:0.99:1.64,1.4623E5,1.8033E5,1.4623E5,1.8033E5,1.00:1.23,73057,FBpp0079297
875,676,FBgn0025608,0.45,9,4,4,Oxidation (M),2.1197E6,2.5567E6,2.4091E6,1.8854E6,2.0233E6,2.4907E6,2.3246E6,1.7776E6,0.81:1.00:0.93:0.71,2.3382E6,2.1473E6,2.257E6,2.0511E6,1.00:0.91,52961,FBpp0080670
2762,5759,FBgn0031356,0.45,2,1,1,,4.173E5,4.8852E5,5.0418E5,6.0976E5,4.173E5,4.8852E5,5.0418E5,6.0976E5,0.85:1.00:1.03:1.25,4.5291E5,5.5697E5,4.5291E5,5.5697E5,1.00:1.23,60127,FBpp0077578
746,1125,FBgn0034345,0.45,25,8,8,,6.4626E7,2.8986E7,5.1797E7,3.4176E7,4.4022E7,1.9835E7,3.0466E7,2.8136E7,2.22:1.00:1.54:1.42,4.6806E7,4.2987E7,3.1928E7,2.9301E7,1.00:0.92,41007,FBpp0297592
383,259,FBgn0024238,0.45,30,17,17,Carbamidomethylation; Oxidation (M),4.1567E7,4.8074E7,4.7046E7,4.4394E7,1.4826E7,1.7475E7,1.8125E7,1.6563E7,0.85:1.00:1.04:0.95,4.4821E7,4.572E7,1.6151E7,1.7344E7,1.00:1.07,72067,FBpp0074217
1498,1303,FBgn0039269,0.45,14,3,3,,6.8745E6,4.9807E6,6.7863E6,6.0951E6,6.8745E6,4.9807E6,6.7863E6,6.0951E6,1.38:1.00:1.36:1.22,5.9276E6,6.4407E6,5.9276E6,6.4407E6,1.00:1.09,27585,FBpp0290878
149,341,FBgn0004117,0.45,61,23,23,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.8648E9,1.9294E9,1.9474E9,2.0274E9,7.6562E8,8.8043E8,9.268E8,9.1963E8,0.87:1.00:1.05:1.04,1.8971E9,1.9874E9,8.2302E8,9.2322E8,1.00:1.12,32807,FBpp0082535
1168,1007,FBgn0287187,0.45,2,1,1,,5.5584E4,3.3475E5,2.275E5,2.0242E5,5.5584E4,3.3475E5,2.275E5,2.0242E5,0.17:1.00:0.68:0.60,1.9517E5,2.1496E5,1.9517E5,2.1496E5,1.00:1.10,45985,FBpp0110439
1405,1186,FBgn0013576,0.44,2,2,2,,7.0988E5,5.9582E5,5.63E5,5.8659E5,7.0988E5,5.9582E5,5.63E5,5.8659E5,1.19:1.00:0.94:0.98,6.5285E5,5.748E5,6.5285E5,5.748E5,1.00:0.88,146445,FBpp0297633
403,459,FBgn0283494,0.44,70,14,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ),9.7728E7,7.1159E7,1.0077E8,9.7111E7,5.3593E7,2.9561E7,4.5253E7,4.4612E7,1.81:1.00:1.53:1.51,8.4443E7,9.8941E7,4.1577E7,4.4932E7,1.00:1.08,26543,FBpp0072072
2116,2330,FBgn0036135,0.44,4,1,1,,1.4313E6,2.2641E4,9.9956E5,1.6989E5,1.4313E6,2.2641E4,9.9956E5,1.6989E5,63.22:1.00:44.15:7.50,7.2697E5,5.8473E5,7.2697E5,5.8473E5,1.00:0.80,32849,FBpp0075941
777,487,FBgn0003371,0.44,7,6,6,Oxidation (M); Deamidation (NQ),3.7765E6,7.7327E6,6.3349E6,5.9851E6,2.6696E6,5.9717E6,4.8177E6,4.5612E6,0.45:1.00:0.81:0.76,5.7546E6,6.16E6,4.3207E6,4.6894E6,1.00:1.09,123772,FBpp0304140
1553,1552,FBgn0014380,0.44,21,4,4,Carbamidomethylation; Oxidation (M),3.3437E6,1.7215E6,2.5754E6,2.8011E6,3.0587E6,1.5048E6,2.4034E6,2.5567E6,2.03:1.00:1.60:1.70,2.5326E6,2.6883E6,2.2818E6,2.4801E6,1.00:1.09,24774,FBpp0293883
6,122,FBgn0033246,0.44,46,90,90,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8.643E8,1.2532E9,1.1365E9,1.0347E9,8.6001E7,1.2609E8,1.1812E8,1.094E8,0.68:1.00:0.94:0.87,1.0588E9,1.0856E9,1.0604E8,1.1376E8,1.00:1.07,278594,FBpp0087947
2592,3180,FBgn0022986,0.44,2,1,1,,3.833E5,1.4226E5,2.2337E5,3.78E5,3.833E5,1.4226E5,2.2337E5,3.78E5,2.69:1.00:1.57:2.66,2.6278E5,3.0068E5,2.6278E5,3.0068E5,1.00:1.14,45384,FBpp0071754
2000,2272,FBgn0037646,0.43,7,1,1,Oxidation (M),1.1835E5,4.1712E5,5.7842E5,3.8204E4,1.1835E5,4.1712E5,5.7842E5,3.8204E4,0.28:1.00:1.39:0.09,2.6773E5,3.0831E5,2.6773E5,3.0831E5,1.00:1.15,30064,FBpp0081438
792,621,FBgn0250791,0.43,14,3,3,,3.0149E6,2.6999E6,1.785E6,4.5172E6,3.0149E6,2.6999E6,1.785E6,4.5172E6,1.12:1.00:0.66:1.67,2.8574E6,3.1511E6,2.8574E6,3.1511E6,1.00:1.10,33000,FBpp0074609
610,726,FBgn0025678,0.43,25,9,9,,4.8093E7,2.117E7,3.7575E7,3.8871E7,2.9964E7,1.5113E7,2.6128E7,2.2657E7,1.98:1.00:1.73:1.50,3.4632E7,3.8223E7,2.2538E7,2.4393E7,1.00:1.08,46752,FBpp0080395
450,488,FBgn0038922,0.43,16,7,7,,4.8272E7,1.2124E8,1.0122E8,1.0266E8,4.6902E7,8.0826E7,6.6388E7,7.2656E7,0.58:1.00:0.82:0.90,8.4757E7,1.0194E8,6.3864E7,6.9522E7,1.00:1.09,40382,FBpp0083588
2651,3285,FBgn0083962,0.43,1,1,1,,1.1359E5,1.5547E5,1.2456E5,9.5798E4,1.1359E5,1.5547E5,1.2456E5,9.5798E4,0.73:1.00:0.80:0.62,1.3453E5,1.1018E5,1.3453E5,1.1018E5,1.00:0.82,166359,FBpp0303010
1116,2372,FBgn0033728,0.43,10,1,1,,3.0103E5,7.4766E5,3.1033E5,6.4086E5,3.0103E5,7.4766E5,3.1033E5,6.4086E5,0.40:1.00:0.42:0.86,5.2434E5,4.756E5,5.2434E5,4.756E5,1.00:0.91,14339,FBpp0087031
1776,1866,FBgn0031661,0.43,3,1,1,,2.3709E5,2.8788E5,1.5943E5,2.712E5,2.3709E5,2.8788E5,1.5943E5,2.712E5,0.82:1.00:0.55:0.94,2.6249E5,2.1531E5,2.6249E5,2.1531E5,1.00:0.82,44784,FBpp0078685
277,190,FBgn0265935,0.43,32,19,19,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.1604E7,5.3207E7,4.0852E7,4.7001E7,1.7148E7,2.9643E7,2.3683E7,2.6792E7,0.58:1.00:0.80:0.90,4.2405E7,4.3926E7,2.3396E7,2.5238E7,1.00:1.08,58066,FBpp0307638
411,386,FBgn0028689,0.42,26,10,10,Oxidation (M),1.8253E7,1.7995E7,1.8239E7,2.3457E7,9.5063E6,9.3237E6,8.0301E6,1.2611E7,1.02:1.00:0.86:1.35,1.8124E7,2.0848E7,9.415E6,1.0321E7,1.00:1.10,49377,FBpp0086603
515,346,FBgn0037652,0.42,13,4,4,,9.3324E6,1.5702E7,1.3769E7,1.4539E7,9.1961E6,1.4839E7,1.351E7,1.299E7,0.62:1.00:0.91:0.88,1.2517E7,1.4154E7,1.2017E7,1.325E7,1.00:1.10,40876,FBpp0081443
1418,1373,FBgn0037358,0.42,6,1,1,Carbamidomethylation,3.2974E5,3.1929E5,4.6171E5,1.1282E5,3.2974E5,3.1929E5,4.6171E5,1.1282E5,1.03:1.00:1.45:0.35,3.2451E5,2.8727E5,3.2451E5,2.8727E5,1.00:0.89,21996,FBpp0078381
2737,4553,FBgn0015663,0.42,1,1,1,,8.0827E4,2.0668E5,2.1146E5,1.3819E5,8.0827E4,2.0668E5,2.1146E5,1.3819E5,0.39:1.00:1.02:0.67,1.4375E5,1.7482E5,1.4375E5,1.7482E5,1.00:1.22,60261,FBpp0077221
2333,8539,FBgn0261722,0.42,9,1,1,,1.826E5,4.337E5,1.8354E5,3.6454E5,1.826E5,4.337E5,1.8354E5,3.6454E5,0.42:1.00:0.42:0.84,3.0815E5,2.7404E5,3.0815E5,2.7404E5,1.00:0.89,20620,FBpp0075297
300,383,FBgn0261260,0.42,2,9,9,Oxidation (M),5.7607E6,8.0418E6,7.1081E6,7.96E6,3.1967E6,3.6983E6,3.9549E6,3.4841E6,0.86:1.00:1.07:0.94,6.9013E6,7.534E6,3.4475E6,3.7195E6,1.00:1.08,530170,FBpp0291363
1072,1000,FBgn0030828,0.42,2,1,1,,5.3521E5,3.6502E5,5.4157E5,2.8101E5,5.3521E5,3.6502E5,5.4157E5,2.8101E5,1.47:1.00:1.48:0.77,4.5012E5,4.1129E5,4.5012E5,4.1129E5,1.00:0.91,44427,FBpp0074167
1629,1449,FBgn0021796,0.42,0,1,1,Carbamidomethylation,3.7628E5,2.1122E5,5.3469E5,1.7846E5,3.7628E5,2.1122E5,5.3469E5,1.7846E5,1.78:1.00:2.53:0.84,2.9375E5,3.5657E5,2.9375E5,3.5657E5,1.00:1.21,281159,FBpp0307598
2610,3200,FBgn0030658,0.42,2,1,1,,1.3055E5,2.2028E5,1.3678E5,1.7275E5,1.3055E5,2.2028E5,1.3678E5,1.7275E5,0.59:1.00:0.62:0.78,1.7542E5,1.5476E5,1.7542E5,1.5476E5,1.00:0.88,39887,FBpp0073862
1626,2478,FBgn0261597,0.42,13,1,1,,2.1617E4,2.2025E4,2.9379E4,9.5696E3,2.1617E4,2.2025E4,2.9379E4,9.5696E3,0.98:1.00:1.33:0.43,2.1821E4,1.9474E4,2.1821E4,1.9474E4,1.00:0.89,13267,FBpp0080640
774,651,FBgn0002121,0.41,4,4,4,,2.5589E6,1.699E6,2.0549E6,2.6825E6,2.4923E6,1.4329E6,1.6008E6,2.0245E6,1.74:1.00:1.12:1.41,2.1289E6,2.3687E6,1.9626E6,1.8126E6,1.00:0.92,126892,FBpp0077828
1775,1926,FBgn0034885,0.41,18,5,5,Carbamidomethylation; Oxidation (M),2.176E7,2.0945E7,2.2825E7,2.2339E7,2.0606E7,1.9941E7,2.1907E7,2.1143E7,1.03:1.00:1.10:1.06,2.1353E7,2.2582E7,2.0274E7,2.1525E7,1.00:1.06,32447,FBpp0307865
946,942,FBgn0010620,0.41,19,5,5,Deamidation (NQ),3.0853E7,2.2321E7,2.7198E7,2.2125E7,2.8128E7,2.0471E7,2.4223E7,2.0149E7,1.37:1.00:1.18:0.98,2.6587E7,2.4662E7,2.4299E7,2.2186E7,1.00:0.91,30689,FBpp0086065
205,239,FBgn0004169,0.41,39,28,28,Oxidation (M); Deamidation (NQ),2.5916E9,1.6396E9,2.2991E9,2.5622E9,1.0678E9,8.4354E8,9.5806E8,1.07E9,1.27:1.00:1.14:1.27,2.1156E9,2.4307E9,9.5567E8,1.014E9,1.00:1.06,47448,FBpp0073682
416,661,FBgn0040309,0.41,73,14,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.3934E8,1.3497E8,1.3265E8,1.92E8,1.1441E8,5.7857E7,6.0637E7,9.9241E7,1.98:1.00:1.05:1.72,1.8716E8,1.6233E8,8.6135E7,7.9939E7,1.00:0.93,21738,FBpp0073594
1798,1723,FBgn0052485,0.41,8,2,2,,2.4756E6,1.7546E6,2.3198E6,2.2622E6,2.4756E6,1.7546E6,2.3198E6,2.2622E6,1.41:1.00:1.32:1.29,2.1151E6,2.291E6,2.1151E6,2.291E6,1.00:1.08,25988,FBpp0072855
2170,2269,FBgn0010263,0.41,1,1,1,,1.0617E5,2.3237E3,5.7038E4,3.2509E4,1.0617E5,2.3237E3,5.7038E4,3.2509E4,45.69:1.00:24.55:13.99,5.4246E4,4.4774E4,5.4246E4,4.4774E4,1.00:0.83,71224,FBpp0303246
183,74,FBgn0002525,0.40,45,24,24,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.0751E8,1.4342E8,1.2452E8,1.1612E8,2.8061E7,3.8175E7,3.0782E7,3.1552E7,0.74:1.00:0.81:0.83,1.2546E8,1.2032E8,3.3118E7,3.1167E7,1.00:0.94,71300,FBpp0078733
577,518,FBgn0028734,0.40,6,4,4,,1.5209E6,2.751E6,2.2939E6,2.4391E6,1.396E6,2.3718E6,1.8069E6,1.6646E6,0.59:1.00:0.76:0.70,2.1359E6,2.3665E6,1.8839E6,1.7357E6,1.00:0.92,81029,FBpp0300445
943,599,FBgn0035371,0.40,11,5,5,Oxidation (M),5.69E6,8.5779E6,6.165E6,6.724E6,5.0282E6,7.917E6,5.8158E6,6.3145E6,0.64:1.00:0.73:0.80,7.134E6,6.4445E6,6.4726E6,6.0651E6,1.00:0.94,56978,FBpp0072886
254,149,FBgn0263594,0.40,55,24,24,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.6893E8,2.3425E8,1.9734E8,1.9279E8,6.8718E7,8.7627E7,7.3605E7,7.2854E7,0.78:1.00:0.84:0.83,2.0159E8,1.9506E8,7.8173E7,7.323E7,1.00:0.94,59743,FBpp0078561
1292,933,FBgn0030799,0.40,3,1,1,,2.4041E4,1.0292E6,6.1213E5,6.5329E5,2.4041E4,1.0292E6,6.1213E5,6.5329E5,0.02:1.00:0.59:0.63,5.2664E5,6.3271E5,5.2664E5,6.3271E5,1.00:1.20,38589,FBpp0074113
259,323,FBgn0039358,0.40,26,9,9,Carbamidomethylation,8.1961E7,8.2617E7,8.2133E7,9.6526E7,5.6869E7,6.4804E7,6.1877E7,7.1424E7,0.88:1.00:0.95:1.10,8.2289E7,8.9329E7,6.0836E7,6.665E7,1.00:1.10,44432,FBpp0084275
1008,931,FBgn0011230,0.40,1,3,3,,4.5339E5,1.0248E6,5.2561E5,8.252E5,4.5339E5,1.0248E6,5.2561E5,8.252E5,0.44:1.00:0.51:0.81,7.3911E5,6.754E5,7.3911E5,6.754E5,1.00:0.91,590709,FBpp0079167
768,1291,FBgn0038149,0.39,40,7,7,Carbamidomethylation; Oxidation (M),3.4945E7,2.4762E7,3.2339E7,3.5656E7,3.1892E7,1.9417E7,2.4489E7,3.0139E7,1.64:1.00:1.26:1.55,2.9853E7,3.3998E7,2.5655E7,2.7314E7,1.00:1.06,27692,FBpp0082228
653,916,FBgn0002590,0.39,40,11,11,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.9144E8,9.3919E7,1.3825E8,1.2146E8,1.273E8,6.0216E7,9.713E7,8.0314E7,2.11:1.00:1.61:1.33,1.4268E8,1.2986E8,9.3757E7,8.8722E7,1.00:0.95,25434,FBpp0074180
826,641,FBgn0031703,0.39,20,9,9,Carbamidomethylation; Oxidation (M),1.5341E7,2.0862E7,1.8153E7,1.5434E7,6.9208E6,1.0273E7,8.7756E6,7.5983E6,0.67:1.00:0.85:0.74,1.8101E7,1.6793E7,8.5969E6,8.1869E6,1.00:0.95,65202,FBpp0078711
595,464,FBgn0038145,0.39,18,6,6,Carbamidomethylation; Oxidation (M),1.8434E7,9.4056E6,1.7355E7,1.6644E7,1.3288E7,6.4861E6,1.091E7,1.0459E7,2.05:1.00:1.68:1.61,1.392E7,1.7E7,9.8869E6,1.0685E7,1.00:1.08,45230,FBpp0082219
1423,1571,FBgn0032229,0.39,3,1,1,,4.6943E6,1.3168E6,2.8473E6,2.5852E6,4.6943E6,1.3168E6,2.8473E6,2.5852E6,3.57:1.00:2.16:1.96,3.0055E6,2.7162E6,3.0055E6,2.7162E6,1.00:0.90,27574,FBpp0079590
1003,1262,FBgn0021979,0.38,7,3,3,Oxidation (M),6.2044E6,3.7473E6,4.0804E6,5.1622E6,6.2044E6,3.7473E6,4.0804E6,5.1622E6,1.66:1.00:1.09:1.38,4.9759E6,4.6213E6,4.9759E6,4.6213E6,1.00:0.93,44173,FBpp0071869
1283,936,FBgn0004227,0.38,3,2,2,,3.0427E5,5.3636E5,3.942E5,3.5633E5,3.0427E5,5.3636E5,3.942E5,3.5633E5,0.57:1.00:0.73:0.66,4.2032E5,3.7526E5,4.2032E5,3.7526E5,1.00:0.89,81987,FBpp0074012
1998,2279,FBgn0262114,0.38,2,1,1,Oxidation (M),7.5711E4,1.7622E5,1.141E5,9.6608E4,7.5711E4,1.7622E5,1.141E5,9.6608E4,0.43:1.00:0.65:0.55,1.2597E5,1.0535E5,1.2597E5,1.0535E5,1.00:0.84,123822,FBpp0312425
177,34,FBgn0036857,0.38,47,17,17,Carbamidomethylation,1.0294E8,4.356E7,7.4708E7,7.249E7,4.674E7,1.7199E7,3.6141E7,3.2198E7,2.72:1.00:2.10:1.87,7.3252E7,7.3599E7,3.1969E7,3.417E7,1.00:1.07,58314,FBpp0074784
887,2026,FBgn0053126,0.38,5,1,1,,9.7788E4,7.3396E6,3.9616E6,4.146E6,9.7788E4,7.3396E6,3.9616E6,4.146E6,0.02:1.00:0.54:0.56,3.7187E6,4.0538E6,3.7187E6,4.0538E6,1.00:1.09,27163,FBpp0302979
198,304,FBgn0032889,0.38,24,6,6,Oxidation (M),3.137E7,3.5922E7,2.9701E7,2.4771E7,2.1991E7,3.1551E7,2.7225E7,2.1814E7,0.70:1.00:0.86:0.69,3.3646E7,2.7236E7,2.6771E7,2.452E7,1.00:0.92,39788,FBpp0080949
402,358,FBgn0266369,0.38,28,22,22,Deamidation (NQ),6.0509E7,5.8534E7,6.0872E7,4.9756E7,1.5988E7,1.6606E7,1.7533E7,1.3147E7,0.96:1.00:1.06:0.79,5.9521E7,5.5314E7,1.6297E7,1.534E7,1.00:0.94,98776,FBpp0080968
65,253,FBgn0001092,0.38,39,7,7,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.9198E8,6.3234E8,5.2644E8,5.3468E8,4.8657E8,4.3111E8,4.0481E8,4.2127E8,1.13:1.00:0.94:0.98,6.6216E8,5.3056E8,4.5884E8,4.1304E8,1.00:0.90,35369,FBpp0073922
835,746,FBgn0035943,0.37,7,3,3,Carbamidomethylation,1.3051E6,2.1042E6,1.3675E6,2.3231E6,1.3051E6,2.1042E6,1.3675E6,2.3231E6,0.62:1.00:0.65:1.10,1.7046E6,1.8453E6,1.7046E6,1.8453E6,1.00:1.08,54036,FBpp0076286
1091,1370,FBgn0037700,0.37,7,2,2,,8.1243E5,5.2031E4,3.6833E5,3.7584E5,8.1243E5,5.2031E4,3.6833E5,3.7584E5,15.61:1.00:7.08:7.22,4.3223E5,3.7208E5,4.3223E5,3.7208E5,1.00:0.86,32905,FBpp0081539
69,78,FBgn0265180,0.37,64,27,27,Deamidation (NQ),4.2286E8,5.7134E8,4.6075E8,4.5829E8,1.3452E8,1.667E8,1.4373E8,1.4437E8,0.81:1.00:0.86:0.87,4.971E8,4.5952E8,1.5061E8,1.4405E8,1.00:0.96,49703,FBpp0308240
218,150,FBgn0015623,0.37,29,17,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ),4.0138E7,5.5537E7,5.1425E7,5.3867E7,1.7561E7,2.3259E7,2.3369E7,1.9936E7,0.76:1.00:1.00:0.86,4.7838E7,5.2646E7,2.041E7,2.1652E7,1.00:1.06,76347,FBpp0078880
238,237,FBgn0026252,0.37,17,14,14,Carbamidomethylation; Oxidation (M),2.2776E7,2.6295E7,2.7217E7,2.5535E7,1.0602E7,1.1375E7,1.1329E7,1.1988E7,0.93:1.00:1.00:1.05,2.4535E7,2.6376E7,1.0989E7,1.1658E7,1.00:1.06,119310,FBpp0076408
37,56,FBgn0266599,0.37,58,30,30,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.1444E9,1.2869E9,1.2691E9,1.1153E9,3.93E8,4.3343E8,4.7118E8,4.0805E8,0.91:1.00:1.09:0.94,1.2157E9,1.1922E9,4.1322E8,4.3961E8,1.00:1.06,71132,FBpp0082514
2204,2426,FBgn0261881,0.37,5,1,1,,3.811E5,3.3949E5,2.0405E5,4.3304E5,3.811E5,3.3949E5,2.0405E5,4.3304E5,1.12:1.00:0.60:1.28,3.6029E5,3.1854E5,3.6029E5,3.1854E5,1.00:0.88,24244,FBpp0080287
2433,2796,FBgn0027654,0.37,5,1,1,,2.1644E5,2.2148E5,3.3339E5,1.8688E5,2.1644E5,2.2148E5,3.3339E5,1.8688E5,0.98:1.00:1.51:0.84,2.1896E5,2.6013E5,2.1896E5,2.6013E5,1.00:1.19,21651,FBpp0085043
601,1563,FBgn0019624,0.37,6,1,1,,2.7425E4,3.3989E4,6.2565E4,7.4809E3,2.7425E4,3.3989E4,6.2565E4,7.4809E3,0.81:1.00:1.84:0.22,3.0707E4,3.5023E4,3.0707E4,3.5023E4,1.00:1.14,16622,FBpp0081947
673,748,FBgn0035588,0.37,27,9,9,,2.3317E7,1.7221E7,2.0929E7,1.744E7,1.2371E7,8.4609E6,1.0465E7,9.0416E6,1.46:1.00:1.24:1.07,2.0269E7,1.9185E7,1.0416E7,9.7533E6,1.00:0.94,33618,FBpp0076882
1529,1184,FBgn0030973,0.36,4,2,2,,9.6822E5,1.7948E6,1.4011E6,1.5614E6,9.6822E5,1.7948E6,1.4011E6,1.5614E6,0.54:1.00:0.78:0.87,1.3815E6,1.4812E6,1.3815E6,1.4812E6,1.00:1.07,61755,FBpp0074418
173,4,FBgn0029990,0.36,52,21,21,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.8087E8,2.1299E8,2.9159E8,4.262E8,2.6036E8,1.3192E8,1.6049E8,2.0823E8,1.97:1.00:1.22:1.58,3.9693E8,3.5889E8,1.9614E8,1.8436E8,1.00:0.94,46509,FBpp0071075
32,128,FBgn0010352,0.36,54,51,51,Carbamidomethylation; Oxidation (M); Deamidation (NQ),7.1744E8,8.6764E8,9.0918E8,9.5359E8,1.6587E8,1.9641E8,1.9506E8,1.907E8,0.84:1.00:0.99:0.97,7.9254E8,9.3139E8,1.8114E8,1.9288E8,1.00:1.06,122896,FBpp0111773
530,998,FBgn0000181,0.36,54,10,10,Oxidation (M); Deamidation (NQ),5.1862E7,7.1108E7,7.3827E7,3.8305E7,2.4581E7,4.6205E7,4.7565E7,2.7308E7,0.53:1.00:1.03:0.59,6.1485E7,5.6066E7,3.5393E7,3.7436E7,1.00:1.06,17738,FBpp0086895
2843,3728,FBgn0036487,0.36,2,1,1,,5.8258E4,1.1013E5,1.1425E5,8.5457E4,5.8258E4,1.1013E5,1.1425E5,8.5457E4,0.53:1.00:1.04:0.78,8.4195E4,9.9852E4,8.4195E4,9.9852E4,1.00:1.19,55544,FBpp0075395
859,666,FBgn0033377,0.36,5,3,3,,2.1177E6,3.6172E6,2.8984E6,2.466E6,2.1177E6,3.6172E6,2.8984E6,2.466E6,0.59:1.00:0.80:0.68,2.8674E6,2.6822E6,2.8674E6,2.6822E6,1.00:0.94,69917,FBpp0087711
202,192,FBgn0001124,0.36,42,16,16,Carbamidomethylation; Oxidation (M),2.3303E8,1.2937E8,1.7373E8,1.9246E8,1.2329E8,7.4875E7,9.0795E7,9.6394E7,1.65:1.00:1.21:1.29,1.812E8,1.8309E8,9.9085E7,9.3595E7,1.00:0.94,48579,FBpp0086370
932,639,FBgn0027579,0.36,9,8,8,Oxidation (M),1.2111E7,1.0381E7,1.1001E7,9.0345E6,5.8906E6,5.9389E6,6.0993E6,5.132E6,0.99:1.00:1.03:0.86,1.1246E7,1.0017E7,5.9147E6,5.6156E6,1.00:0.95,95165,FBpp0084618
1275,1286,FBgn0039341,0.36,3,1,1,,3.4551E5,1.0945E6,8.7444E5,8.2606E5,3.4551E5,1.0945E6,8.7444E5,8.2606E5,0.32:1.00:0.80:0.75,7.1999E5,8.5025E5,7.1999E5,8.5025E5,1.00:1.18,58486,FBpp0084252
30,86,FBgn0010217,0.36,64,34,34,Oxidation (M); Deamidation (NQ),4.8217E9,3.7335E9,4.4299E9,5.4096E9,1.7513E9,1.3049E9,1.4941E9,1.7055E9,1.34:1.00:1.14:1.31,4.2776E9,4.9197E9,1.5281E9,1.5998E9,1.00:1.05,54683,FBpp0305828
