Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Fluid_U Area,Fluid_PM Area,Fluid_U Area (top-3 peptides),Fluid_PM Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
1294,1691,FBgn0023212,5.13,10,1,1,,1.6655E6,1.6456E5,5.5243E6,1.3653E6,1.6655E6,1.6456E5,5.5243E6,1.3653E6,1.00:0.10:3.32:0.82,9.1503E5,3.4448E6,9.1503E5,3.4448E6,1.00:3.76,13258,FBpp0083354
857,779,FBgn0039113,5.12,3,2,2,,3.8078E5,4.9214E5,7.2353E4,1.2363E6,3.8078E5,4.9214E5,7.2353E4,1.2363E6,1.00:1.29:0.19:3.25,4.3646E5,6.5431E5,4.3646E5,6.5431E5,1.00:1.50,71107,FBpp0083856
1308,1630,FBgn0013746,5.04,3,1,1,,1.3474E5,1.3323E5,1.4501E5,1.7993E5,1.3474E5,1.3323E5,1.4501E5,1.7993E5,1.00:0.99:1.08:1.34,1.3399E5,1.6247E5,1.3399E5,1.6247E5,1.00:1.21,51527,FBpp0079381
263,355,FBgn0003888,5.02,4,1,1,,2.1062E5,3.0631E5,3.9838E5,3.5032E5,2.1062E5,3.0631E5,3.9838E5,3.5032E5,1.00:1.45:1.89:1.66,2.5846E5,3.7435E5,2.5846E5,3.7435E5,1.00:1.45,50849,FBpp0072177
1594,2589,FBgn0263510,4.99,2,1,1,,2.0192E5,1.4113E5,3.9088E5,2.1139E5,2.0192E5,1.4113E5,3.9088E5,2.1139E5,1.00:0.70:1.94:1.05,1.7153E5,3.0114E5,1.7153E5,3.0114E5,1.00:1.76,51391,FBpp0087323
1672,2930,FBgn0031003,4.98,4,1,1,,5.4932E4,0,1.8888E5,2.74E4,5.4932E4,0,1.8888E5,2.74E4,1.00:0:3.44:0.50,5.4932E4,1.0814E5,5.4932E4,1.0814E5,1.00:1.97,35279,FBpp0074446
1075,1106,FBgn0020626,4.96,2,1,1,,7.9016E4,1.1342E5,7.2561E4,2.2153E5,7.9016E4,1.1342E5,7.2561E4,2.2153E5,1.00:1.44:0.92:2.80,9.6216E4,1.4705E5,9.6216E4,1.4705E5,1.00:1.53,89325,FBpp0084176
911,1550,FBgn0028697,4.96,8,2,2,,8.9531E5,2.1189E6,9.651E5,8.5972E5,8.9531E5,2.1189E6,9.651E5,8.5972E5,1.00:2.37:1.08:0.96,1.5353E6,9.1241E5,1.5353E6,9.1241E5,1.00:0.59,24325,FBpp0112465
448,431,FBgn0034709,4.95,3,1,1,,1.7817E5,0,6.9173E5,0,1.7817E5,0,6.9173E5,0,1.00:0:3.88:0,1.7817E5,6.9173E5,1.7817E5,6.9173E5,1.00:3.88,48787,FBpp0071697
459,465,FBgn0022359,4.92,20,4,4,Carbamidomethylation; Oxidation (M),4.1215E6,6.8925E6,8.8946E6,8.643E5,3.9548E6,6.8925E6,8.212E6,8.643E5,1.00:1.74:2.08:0.22,5.5904E6,5.2207E6,5.4236E6,4.5382E6,1.00:0.84,38662,FBpp0081800
1111,1110,FBgn0036666,4.91,3,1,1,,0,1.4376E5,3.6017E4,0,0,1.4376E5,3.6017E4,0,-:64.00:64.00:-,1.4376E5,3.6017E4,1.4376E5,3.6017E4,1.00:0.25,45190,FBpp0075088
1627,4120,FBgn0023167,4.90,7,1,1,,1.9999E5,1.1542E5,4.9798E5,6.625E5,1.9999E5,1.1542E5,4.9798E5,6.625E5,1.00:0.58:2.49:3.31,1.5771E5,5.8024E5,1.5771E5,5.8024E5,1.00:3.68,15582,FBpp0087094
400,263,FBgn0031313,4.88,39,19,19,Oxidation (M); Deamidation (NQ),3.2828E7,2.603E7,3.7338E7,2.5918E7,1.0046E7,9.1281E6,1.07E7,6.0285E6,1.00:0.91:1.07:0.60,3.0553E7,3.1628E7,9.5872E6,8.3644E6,1.00:0.87,61234,FBpp0077646
669,539,FBgn0026079,4.88,8,5,5,,3.2287E6,2.1832E6,1.5949E6,2.6988E6,2.6162E6,1.6137E6,1.3868E6,2.1333E6,1.00:0.62:0.53:0.82,2.7199E6,2.1952E6,2.1149E6,1.7601E6,1.00:0.83,84162,FBpp0070637
46,13,FBgn0000559,4.75,62,46,46,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.1688E9,8.3716E8,6.2046E8,1.1515E9,2.2957E8,1.9003E8,1.1905E8,2.4809E8,1.00:0.83:0.52:1.08,1.0466E9,8.8661E8,2.4108E8,1.8357E8,1.00:0.76,94459,FBpp0085265
1636,2369,FBgn0032430,4.74,2,1,1,,9.1304E4,9.4541E4,6.667E4,2.3783E4,9.1304E4,9.4541E4,6.667E4,2.3783E4,1.00:1.04:0.73:0.26,9.2922E4,4.5227E4,9.2922E4,4.5227E4,1.00:0.49,64957,FBpp0079949
131,171,FBgn0263391,4.70,1,2,2,,6.1461E5,1.6341E6,4.6478E5,1.2069E6,6.1461E5,1.6341E6,4.6478E5,1.2069E6,1.00:2.66:0.76:1.96,1.5425E6,8.7086E5,1.5425E6,8.7086E5,1.00:0.56,205201,FBpp0301121
11,55,FBgn0087002,4.69,46,139,139,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.5669E9,1.5277E9,1.1387E9,8.2076E8,9.1608E7,1.2297E8,1.2202E8,6.5966E7,1.00:1.34:1.33:0.72,1.6049E9,9.8831E8,1.0729E8,9.4097E7,1.00:0.88,372678,FBpp0088252
230,127,FBgn0260439,4.65,28,16,16,Carbamidomethylation; Oxidation (M),8.1261E7,7.2258E7,7.049E7,3.8168E7,2.813E7,2.4593E7,3.2364E7,1.3861E7,1.00:0.87:1.15:0.49,7.676E7,5.4329E7,2.6362E7,2.3113E7,1.00:0.88,71862,FBpp0308836
309,365,FBgn0001250,4.63,1,1,1,,1.2488E5,4.0467E4,9.569E4,1.7111E5,1.2488E5,4.0467E4,9.569E4,1.7111E5,1.00:0.32:0.77:1.37,8.2674E4,1.334E5,8.2674E4,1.334E5,1.00:1.61,154321,FBpp0074131
1335,2039,FBgn0051974,4.60,7,2,2,,9.9471E5,0,2.1908E6,1.5074E6,9.9471E5,0,2.1908E6,1.5074E6,1.00:0:2.20:1.52,9.9471E5,1.8491E6,9.9471E5,1.8491E6,1.00:1.86,47790,FBpp0303495
912,1063,FBgn0029113,4.58,11,6,6,,2.415E6,3.5258E6,2.343E6,3.7905E6,1.8632E6,2.8758E6,1.518E6,2.2642E6,1.00:1.54:0.81:1.22,2.9704E6,3.0667E6,2.3695E6,1.8911E6,1.00:0.80,77611,FBpp0076457
541,1003,FBgn0263396,4.55,34,8,8,Carbamidomethylation; Oxidation (M); Deamidation (NQ),9.6196E6,3.1758E7,2.8238E7,8.0371E6,6.6333E6,2.683E7,1.7974E7,6.517E6,1.00:4.04:2.71:0.98,2.0983E7,2.2538E7,1.6731E7,1.479E7,1.00:0.88,36184,FBpp0082320
511,444,FBgn0039024,4.49,24,14,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ),4.3681E7,6.0825E7,3.6218E7,4.3609E7,1.2004E7,2.9937E7,9.0763E6,1.6693E7,1.00:2.49:0.76:1.39,6.2361E7,4.5516E7,2.6932E7,1.5763E7,1.00:0.59,80596,FBpp0083710
676,1291,FBgn0038149,4.45,4,1,1,,1.0097E5,8.3106E5,2.3175E6,2.8311E5,1.0097E5,8.3106E5,2.3175E6,2.8311E5,1.00:8.23:22.95:2.80,4.6602E5,1.3003E6,4.6602E5,1.3003E6,1.00:2.79,27692,FBpp0082228
1567,2254,FBgn0033320,4.45,3,1,1,,3.0966E4,1.2852E5,6.4999E4,1.6678E5,3.0966E4,1.2852E5,6.4999E4,1.6678E5,1.00:4.15:2.10:5.39,7.9743E4,1.1589E5,7.9743E4,1.1589E5,1.00:1.45,49633,FBpp0087804
42,40,FBgn0011211,4.41,16,8,8,,7.4983E6,3.7784E6,1.6053E7,1.9284E7,4.6108E6,2.7257E5,8.8909E6,1.1525E7,1.00:0.06:1.93:2.50,6.626E6,1.7669E7,2.4417E6,1.0208E7,1.00:4.18,59422,FBpp0071794
1592,3912,FBgn0010228,4.41,13,1,1,Deamidation (NQ),1.3499E5,9.3771E4,3.5652E5,3.9445E5,1.3499E5,9.3771E4,3.5652E5,3.9445E5,1.00:0.69:2.64:2.92,1.1438E5,3.7548E5,1.1438E5,3.7548E5,1.00:3.28,12656,FBpp0071590
1669,6745,FBgn0004436,4.37,11,1,1,,7.8732E5,6.0525E5,2.8294E6,1.6691E6,7.8732E5,6.0525E5,2.8294E6,1.6691E6,1.00:0.77:3.59:2.12,6.9628E5,2.2492E6,6.9628E5,2.2492E6,1.00:3.23,17152,FBpp0078490
1299,2647,FBgn0011760,4.35,4,1,1,,1.3173E4,4.8293E5,1.2705E6,4.0564E5,1.3173E4,4.8293E5,1.2705E6,4.0564E5,1.00:36.66:64.00:30.79,2.4805E5,8.3808E5,2.4805E5,8.3808E5,1.00:3.38,31117,FBpp0423173
1367,1823,FBgn0037671,4.35,7,2,2,,8.9556E5,6.7688E4,9.5636E5,9.7357E5,8.9556E5,6.7688E4,9.5636E5,9.7357E5,1.00:0.08:1.07:1.09,4.8162E5,9.6496E5,4.8162E5,9.6496E5,1.00:2.00,34421,FBpp0081458
497,578,FBgn0287182,4.30,4,9,9,,4.4835E6,6.1937E6,5.8723E6,3.8197E6,2.2722E6,2.8047E6,2.5472E6,1.9381E6,1.00:1.23:1.12:0.85,5.3386E6,5.4914E6,2.5385E6,2.2426E6,1.00:0.88,293908,FBpp0112471
35,2,FBgn0003884,4.20,26,8,8,Carbamidomethylation; Oxidation (M),3.8108E8,7.8758E8,4.2871E8,1.0139E9,3.2188E8,6.5672E8,3.4454E8,7.6056E8,1.00:2.04:1.07:2.36,5.8752E8,7.2128E8,4.893E8,5.5255E8,1.00:1.13,49908,FBpp0081153
1599,6009,FBgn0038834,4.19,8,1,1,,9.2938E5,1.036E6,5.8713E6,0,9.2938E5,1.036E6,5.8713E6,0,1.00:1.11:6.32:0,9.827E5,5.8713E6,9.827E5,5.8713E6,1.00:5.97,14585,FBpp0083376
426,371,FBgn0028969,4.18,12,5,5,Oxidation (M),8.1358E6,6.0537E6,7.9441E6,8.0384E6,6.5238E6,4.0565E6,6.2569E6,5.6871E6,1.00:0.62:0.96:0.87,7.0947E6,7.9912E6,5.2901E6,5.972E6,1.00:1.13,57905,FBpp0070355
31,100,FBgn0027560,4.15,71,54,54,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.0429E9,3.2579E9,1.8808E9,2.8151E9,5.4696E8,7.2449E8,3.9045E8,7.3664E8,1.00:1.32:0.71:1.35,3.1697E9,2.3489E9,6.3572E8,5.6355E8,1.00:0.89,91135,FBpp0077121
1359,1447,FBgn0031711,4.15,2,1,1,,3.662E5,0,1.4766E5,6.1164E5,3.662E5,0,1.4766E5,6.1164E5,1.00:0:0.40:1.67,3.662E5,3.7965E5,3.662E5,3.7965E5,1.00:1.04,48712,FBpp0078729
156,224,FBgn0037891,4.15,6,3,3,,5.5085E5,2.9228E6,7.4486E5,2.3347E6,5.5085E5,2.9228E6,7.4486E5,2.3347E6,1.00:5.31:1.35:4.24,1.7368E6,1.5398E6,1.7368E6,1.5398E6,1.00:0.89,49924,FBpp0081834
1487,2056,FBgn0032670,4.05,4,1,1,,5.7968E4,0,3.8918E4,4.2053E4,5.7968E4,0,3.8918E4,4.2053E4,1.00:0:0.67:0.73,5.7968E4,4.0486E4,5.7968E4,4.0486E4,1.00:0.70,32699,FBpp0080602
1378,2392,FBgn0023177,3.99,4,1,1,,3.3119E4,2.0441E4,1.5852E5,0,3.3119E4,2.0441E4,1.5852E5,0,1.00:0.62:4.79:0,2.678E4,1.5852E5,2.678E4,1.5852E5,1.00:5.92,35341,FBpp0077016
194,33,FBgn0032076,3.99,52,19,19,Carbamidomethylation; Oxidation (M),6.9756E7,1.142E8,8.2286E7,1.8553E8,2.2719E7,4.4336E7,1.9482E7,5.6861E7,1.00:1.95:0.86:2.50,9.4406E7,1.3391E8,3.3689E7,3.8171E7,1.00:1.13,52206,FBpp0099918
196,239,FBgn0004169,3.97,23,10,10,Oxidation (M),2.3666E7,3.4266E7,2.008E7,2.9681E7,1.1083E7,3.1689E7,9.6317E6,1.0382E7,1.00:2.86:0.87:0.94,3.0573E7,2.488E7,2.1773E7,1.0007E7,1.00:0.46,47448,FBpp0073682
1095,1493,FBgn0051436,3.94,8,3,3,Oxidation (M),1.0469E6,2.6703E6,9.439E5,3.2295E6,1.0469E6,2.6703E6,9.439E5,3.2295E6,1.00:2.55:0.90:3.08,2.1342E6,2.0867E6,2.1342E6,2.0867E6,1.00:0.98,49657,FBpp0084205
107,63,FBgn0250906,3.90,80,26,26,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.4893E8,6.5585E8,5.1778E8,6.6434E8,9.9275E7,2.5988E8,1.7501E8,2.279E8,1.00:2.62:1.76:2.30,5.918E8,5.9324E8,1.9691E8,2.0235E8,1.00:1.03,43862,FBpp0077419
59,284,FBgn0032136,3.88,16,60,60,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.2006E8,2.28E8,1.4699E8,1.3576E8,2.7807E7,2.8594E7,1.4138E7,3.6166E7,1.00:1.03:0.51:1.30,2.2714E8,1.4169E8,2.8201E7,2.5152E7,1.00:0.89,494325,FBpp0292877
787,604,FBgn0039611,3.88,3,2,2,,1.6642E6,2.4559E6,9.9087E5,2.6841E6,1.6642E6,2.4559E6,9.9087E5,2.6841E6,1.00:1.48:0.60:1.61,2.314E6,2.5902E6,2.314E6,2.5902E6,1.00:1.12,78936,FBpp0084698
288,391,FBgn0020910,3.87,22,7,7,Carbamidomethylation; Oxidation (M); Deamidation (NQ),9.0048E6,9.0701E6,8.5516E6,1.5576E7,5.7185E6,6.6681E6,5.5873E6,8.2968E6,1.00:1.17:0.98:1.45,9.4823E6,1.2696E7,6.1933E6,6.942E6,1.00:1.12,46916,FBpp0081822
211,257,FBgn0043783,3.82,53,16,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.8731E7,1.2896E8,1.3399E8,6.8005E7,3.6224E7,8.5227E7,5.978E7,4.8692E7,1.00:2.35:1.65:1.34,1.0086E8,1.1466E8,6.0827E7,6.6122E7,1.00:1.09,41600,FBpp0078078
1301,1913,FBgn0030347,3.81,6,1,1,,1.554E5,1.7656E5,1.4653E5,6.5009E5,1.554E5,1.7656E5,1.4653E5,6.5009E5,1.00:1.14:0.94:4.18,1.6598E5,3.9831E5,1.6598E5,3.9831E5,1.00:2.40,34094,FBpp0073413
821,758,FBgn0028990,3.80,17,5,5,,3.427E6,8.4472E6,3.3639E6,9.2366E6,3.1229E6,7.2894E6,3.0831E6,8.5708E6,1.00:2.33:0.99:2.74,5.9371E6,6.3322E6,5.2061E6,5.827E6,1.00:1.12,49795,FBpp0078950
1115,1152,FBgn0026565,3.77,12,4,4,Carbamidomethylation,1.3932E6,4.0797E6,1.9433E6,4.7494E6,1.3682E6,3.3831E6,1.3304E6,3.9829E6,1.00:2.47:0.97:2.91,2.7364E6,3.3463E6,2.3756E6,2.6567E6,1.00:1.12,46595,FBpp0081197
491,471,FBgn0013756,3.76,0,1,1,,8.1697E4,2.5795E5,1.0526E5,1.3988E5,8.1697E4,2.5795E5,1.0526E5,1.3988E5,1.00:3.16:1.29:1.71,1.6982E5,1.2257E5,1.6982E5,1.2257E5,1.00:0.72,262351,FBpp0087140
1393,2158,FBgn0034879,3.75,2,1,1,,7.1175E4,0,9.18E4,8.0048E4,7.1175E4,0,9.18E4,8.0048E4,1.00:0:1.29:1.12,7.1175E4,8.5924E4,7.1175E4,8.5924E4,1.00:1.21,33624,FBpp0072020
1174,1256,FBgn0035989,3.67,6,2,2,,6.4967E5,3.7943E5,1.1032E6,4.7341E5,6.4967E5,3.7943E5,1.1032E6,4.7341E5,1.00:0.58:1.70:0.73,5.1455E5,7.8833E5,5.1455E5,7.8833E5,1.00:1.53,50560,FBpp0076209
748,666,FBgn0033377,3.66,12,5,5,Carbamidomethylation; Oxidation (M),6.5451E6,1.3723E5,3.2265E6,2.2196E6,5.3586E6,1.3723E5,2.9011E6,2.0255E6,1.00:0.03:0.54:0.38,4.423E6,2.8491E6,3.2366E6,2.4633E6,1.00:0.76,69917,FBpp0087711
1625,9166,FBgn0001280,3.65,7,1,1,,3.3129E5,2.0589E5,8.9414E5,6.5073E5,3.3129E5,2.0589E5,8.9414E5,6.5073E5,1.00:0.62:2.70:1.96,2.6859E5,7.7244E5,2.6859E5,7.7244E5,1.00:2.88,15220,FBpp0084962
1395,1697,FBgn0038795,3.64,2,1,1,,1.0531E6,0,3.1843E6,0,1.0531E6,0,3.1843E6,0,1.00:0:3.02:0,1.0531E6,3.1843E6,1.0531E6,3.1843E6,1.00:3.02,42155,FBpp0083302
1161,1617,FBgn0015075,3.62,2,1,1,,9.6228E4,1.7288E5,1.7044E4,1.0146E5,9.6228E4,1.7288E5,1.7044E4,1.0146E5,1.00:1.80:0.18:1.05,1.3456E5,5.9251E4,1.3456E5,5.9251E4,1.00:0.44,80869,FBpp0078144
167,4,FBgn0029990,3.62,54,20,20,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.068E8,2.9737E8,2.153E8,3.0563E8,1.1834E8,2.0048E8,1.274E8,2.2786E8,1.00:1.69:1.08:1.93,2.5818E8,2.6159E8,1.5941E8,1.7763E8,1.00:1.11,46509,FBpp0071075
380,276,FBgn0030052,3.60,16,8,8,Oxidation (M),1.0688E7,1.3608E6,7.9922E6,4.5471E6,6.7832E6,1.3608E6,6.025E6,3.046E6,1.00:0.20:0.89:0.45,9.4191E6,6.3737E6,5.5139E6,4.5355E6,1.00:0.82,78869,FBpp0428081
1160,1064,FBgn0283478,3.57,9,4,4,Carbamidomethylation,2.287E6,2.1844E6,1.7467E6,5.5978E6,2.1078E6,2.1844E6,1.5723E6,5.3896E6,1.00:1.04:0.75:2.56,2.3253E6,3.7395E6,2.1461E6,3.5483E6,1.00:1.65,49805,FBpp0079462
950,815,FBgn0033434,3.56,9,3,3,,2.7142E6,2.1903E5,6.5848E6,3.1751E6,2.7142E6,2.1903E5,6.5848E6,3.1751E6,1.00:0.08:2.43:1.17,1.4666E6,4.88E6,1.4666E6,4.88E6,1.00:3.33,35792,FBpp0087614
1373,1612,FBgn0031633,3.56,7,2,2,,6.2579E5,3.1834E5,5.1972E5,1.1516E6,6.2579E5,3.1834E5,5.1972E5,1.1516E6,1.00:0.51:0.83:1.84,4.7206E5,8.3565E5,4.7206E5,8.3565E5,1.00:1.77,38907,FBpp0077106
817,839,FBgn0262057,3.54,17,6,6,Oxidation (M),2.5941E6,9.5552E6,3.6286E6,8.5255E6,1.9041E6,7.2785E6,3.0386E6,5.2171E6,1.00:3.82:1.60:2.74,6.0747E6,6.077E6,4.5913E6,4.1279E6,1.00:0.90,50163,FBpp0074610
456,414,FBgn0025628,3.51,15,7,7,Carbamidomethylation,4.0248E6,3.3316E6,5.3062E6,3.7657E6,2.9198E6,2.2308E6,2.7864E6,2.9393E6,1.00:0.76:0.95:1.01,3.8349E6,4.7303E6,2.5753E6,2.8628E6,1.00:1.11,65006,FBpp0070320
316,334,FBgn0027568,3.51,13,14,14,Carbamidomethylation,1.3319E7,2.6971E7,7.0633E6,1.9054E7,5.1306E6,1.2382E7,2.1742E6,1.3583E7,1.00:2.41:0.42:2.65,2.0348E7,1.3451E7,8.7562E6,7.8785E6,1.00:0.90,139355,FBpp0079643
460,404,FBgn0026428,3.49,8,8,8,Carbamidomethylation,1.4933E7,6.9684E6,3.9249E6,1.4091E7,9.2171E6,4.7315E6,2.0062E6,8.6602E6,1.00:0.51:0.22:0.94,1.0951E7,9.0079E6,6.9743E6,5.3332E6,1.00:0.76,130904,FBpp0303431
1165,1265,FBgn0004587,3.47,3,1,1,,1.7678E6,4.7808E6,1.7952E6,4.102E6,1.7678E6,4.7808E6,1.7952E6,4.102E6,1.00:2.70:1.02:2.32,3.2743E6,2.9486E6,3.2743E6,2.9486E6,1.00:0.90,40381,FBpp0300515
207,140,FBgn0030102,3.47,47,23,23,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.4728E8,2.6999E8,1.9833E8,2.2327E8,8.3304E7,1.2595E8,8.89E7,9.9542E7,1.00:1.51:1.07:1.19,2.658E8,2.1162E8,1.0462E8,9.4221E7,1.00:0.90,56068,FBpp0071271
1533,2399,FBgn0031821,3.45,2,1,1,,1.1182E5,0,1.602E5,5.6133E4,1.1182E5,0,1.602E5,5.6133E4,1.00:0:1.43:0.50,1.1182E5,1.0817E5,1.1182E5,1.0817E5,1.00:0.97,34911,FBpp0078895
199,14,FBgn0027291,3.40,7,3,3,Oxidation (M),2.408E5,1.4211E6,1.7808E6,3.2221E5,2.408E5,1.4211E6,1.7808E6,3.2221E5,1.00:5.90:7.40:1.34,1.1853E6,1.7431E6,1.1853E6,1.7431E6,1.00:1.47,40844,FBpp0307649
926,809,FBgn0284220,3.32,1,1,1,,4.8786E4,1.6734E5,7.6886E4,8.5602E4,4.8786E4,1.6734E5,7.6886E4,8.5602E4,1.00:3.43:1.58:1.75,1.0806E5,8.1244E4,1.0806E5,8.1244E4,1.00:0.75,164395,FBpp0080825
674,633,FBgn0261609,3.31,19,7,7,,1.0587E7,3.2937E7,2.7992E7,1.4315E7,6.6449E6,2.305E7,1.4627E7,1.2216E7,1.00:3.47:2.20:1.84,2.1762E7,3.1198E7,1.4848E7,1.8132E7,1.00:1.22,38646,FBpp0074075
302,227,FBgn0002780,3.31,20,9,9,Carbamidomethylation,1.1714E7,9.7766E6,1.7631E7,7.6379E6,8.7724E6,7.5293E6,9.7753E6,4.9634E6,1.00:0.86:1.11:0.57,1.2031E7,1.2926E7,9.3338E6,7.6609E6,1.00:0.82,60310,FBpp0085233
747,697,FBgn0030087,3.29,2,2,2,,5.0768E5,1.6841E5,5.0107E5,5.366E5,5.0768E5,1.6841E5,5.0107E5,5.366E5,1.00:0.33:0.99:1.06,5.3467E5,5.1883E5,5.3467E5,5.1883E5,1.00:0.97,151575,FBpp0301190
15,137,FBgn0004167,3.26,11,35,35,Oxidation (M),2.7319E7,3.0895E7,3.1776E7,1.6316E7,4.1092E6,5.5242E6,7.2556E6,3.3876E6,1.00:1.34:1.77:0.82,2.9684E7,2.4046E7,4.8167E6,5.3216E6,1.00:1.10,497560,FBpp0289294
958,1194,FBgn0086656,3.26,4,1,1,,8.1184E5,5.9448E3,8.9979E5,1.506E6,8.1184E5,5.9448E3,8.9979E5,1.506E6,1.00:0.02:1.11:1.86,4.0889E5,1.2029E6,4.0889E5,1.2029E6,1.00:2.94,25444,FBpp0087704
694,643,FBgn0017572,3.22,26,8,8,Oxidation (M),1.5427E7,1.0548E6,2.344E7,2.1906E7,1.0078E7,7.0161E5,1.5323E7,1.51E7,1.00:0.07:1.52:1.50,1.3134E7,2.2673E7,9.0364E6,1.5211E7,1.00:1.68,39385,FBpp0075117
1296,1523,FBgn0039316,3.21,3,1,1,,3.9248E4,3.5987E4,2.5964E4,1.7211E5,3.9248E4,3.5987E4,2.5964E4,1.7211E5,1.00:0.92:0.66:4.39,3.7617E4,9.9039E4,3.7617E4,9.9039E4,1.00:2.63,48951,FBpp0084202
994,960,FBgn0001961,3.20,9,2,2,,7.665E5,1.81E6,2.2523E6,0,7.665E5,1.81E6,2.2523E6,0,1.00:2.36:2.94:0,1.3095E6,2.2523E6,1.3095E6,2.2523E6,1.00:1.72,41601,FBpp0080146
601,970,FBgn0014026,3.09,19,5,5,,1.7252E7,1.3851E7,2.1172E7,1.5957E7,1.36E7,1.3829E7,1.6891E7,1.329E7,1.00:1.02:1.24:0.98,1.6617E7,1.8564E7,1.478E7,1.509E7,1.00:1.02,30732,FBpp0070877
1019,1533,FBgn0038088,3.07,10,2,2,,2.7561E5,1.2308E6,1.5298E6,3.4011E5,2.7561E5,1.2308E6,1.5298E6,3.4011E5,1.00:4.47:5.55:1.23,7.5319E5,9.3497E5,7.5319E5,9.3497E5,1.00:1.24,25881,FBpp0082155
120,287,FBgn0003721,3.06,14,12,12,Carbamidomethylation; Oxidation (M),3.0212E7,3.0647E6,3.9012E7,2.816E7,1.1277E7,1.7577E6,2.1666E7,1.4873E7,1.00:0.16:1.92:1.32,1.9244E7,3.3586E7,7.4307E6,1.827E7,1.00:2.46,80053,FBpp0088904
1020,1298,FBgn0028552,3.05,3,1,1,,2.4356E5,0,4.7499E5,2.0482E5,2.4356E5,0,4.7499E5,2.0482E5,1.00:0:1.95:0.84,2.4356E5,3.399E5,2.4356E5,3.399E5,1.00:1.40,33696,FBpp0072096
843,732,FBgn0020496,3.02,6,3,3,,2.2617E6,2.0928E6,4.2331E6,3.3543E6,2.2617E6,2.0928E6,4.2331E6,3.3543E6,1.00:0.93:1.87:1.48,2.3785E6,3.7937E6,2.3785E6,3.7937E6,1.00:1.59,51189,FBpp0306582
223,91,FBgn0030086,3.00,41,16,16,Carbamidomethylation; Oxidation (M),3.292E7,2.5017E7,2.873E7,1.5123E7,1.1655E7,9.0675E6,7.3016E6,4.7277E6,1.00:0.78:0.63:0.41,2.9067E7,2.1927E7,1.0361E7,6.0147E6,1.00:0.58,58064,FBpp0071226
1147,1181,FBgn0036975,2.96,6,3,3,,9.4533E5,0,1.3704E6,1.3406E6,9.4533E5,0,1.3704E6,1.3406E6,1.00:0:1.45:1.42,9.4533E5,1.3555E6,9.4533E5,1.3555E6,1.00:1.43,57462,FBpp0077837
809,942,FBgn0010620,2.93,3,1,1,,1.891E6,4.7655E6,2.838E6,2.07E6,1.891E6,4.7655E6,2.838E6,2.07E6,1.00:2.52:1.50:1.09,3.3525E6,2.454E6,3.3525E6,2.454E6,1.00:0.73,30689,FBpp0086065
153,209,FBgn0027094,2.90,24,18,18,Carbamidomethylation; Oxidation (M),5.1662E7,3.1091E7,2.2139E7,5.0323E7,1.6455E7,1.4031E7,7.7975E6,1.4311E7,1.00:0.85:0.47:0.87,4.6287E7,3.6288E7,1.5767E7,1.1054E7,1.00:0.70,107741,FBpp0089366
174,130,FBgn0008635,2.89,12,8,8,Oxidation (M); Deamidation (NQ),1.0127E7,4.6147E6,4.0087E6,9.5964E6,4.8214E6,2.5601E6,1.7164E6,6.907E6,1.00:0.53:0.36:1.43,7.6642E6,6.8026E6,3.6907E6,4.3117E6,1.00:1.17,107407,FBpp0074348
65,27,FBgn0024957,2.88,49,34,34,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.7227E8,2.3849E8,2.166E8,3.7641E8,8.73E7,4.6181E7,5.2943E7,9.3138E7,1.00:0.53:0.61:1.07,3.0548E8,2.9675E8,6.6741E7,7.3041E7,1.00:1.09,98578,FBpp0081736
370,596,FBgn0011768,2.88,39,11,11,Carbamidomethylation; Oxidation (M),4.9632E7,1.2962E8,1.5514E8,3.6263E7,2.8689E7,7.5398E7,5.7994E7,3.1169E7,1.00:2.63:2.02:1.09,9.0603E7,1.2007E8,5.2044E7,4.4863E7,1.00:0.86,40390,FBpp0081767
776,1593,FBgn0264253,2.87,8,1,1,,5.5753E4,9.6758E4,6.4412E4,2.3565E5,5.5753E4,9.6758E4,6.4412E4,2.3565E5,1.00:1.74:1.16:4.23,7.6256E4,1.5003E5,7.6256E4,1.5003E5,1.00:1.97,25662,FBpp0080214
1123,1005,FBgn0037894,2.86,2,2,2,,5.9035E5,0,1.5626E5,5.4278E5,5.9035E5,0,1.5626E5,5.4278E5,1.00:0:0.26:0.92,5.9035E5,3.4952E5,5.9035E5,3.4952E5,1.00:0.59,114407,FBpp0081862
